202L,40.99642857,37.76785714,46.15,39.49642857,44.68571429,55.53571429,44.38571429
219L,57.05714286,46.32142857,54.875,48.00714286,49.29285714,47.08571429,49.34285714
204M,46.82142857,39.23571429,40.84642857,35.67857143,39.19285714,33.50714286,40.02142857
218M,55.78571429,37.41071429,41.025,40.86428571,44.22142857,37.49285714,45.19285714
203H,83.1,65.63571429,58.65714286,48.60714286,58.59285714,59.22857143,60.53571429
217H,54.85357143,36.51428571,43.41071429,39.69642857,41.98571429,43.13571429,49.12857143
