days,date,time ,depth,temp,spCond,Cond,Salinity,DO%,DO.Conc
-8,2015/6/24,2:13:06,-0.827,24.42,0.387,0.383,0.18,110.5,9.22
-8,2015/6/24,2:13:06,-0.842,24.39,0.387,0.383,0.18,110.5,9.23
-8,2015/6/24,2:13:07,-0.895,24.36,0.387,0.382,0.18,110.6,9.24
-8,2015/6/24,2:13:07,-0.938,24.34,0.387,0.382,0.18,110.6,9.24
-8,2015/6/24,2:13:08,-0.975,24.31,0.387,0.382,0.18,110.6,9.25
-8,2015/6/24,2:13:08,-0.991,24.28,0.387,0.382,0.18,106.5,8.91
-8,2015/6/24,2:13:09,-1.028,24.26,0.387,0.381,0.18,106.5,8.92
-8,2015/6/24,2:13:09,-1.059,24.24,0.389,0.383,0.19,106.5,8.92
-8,2015/6/24,2:13:10,-1.076,24.22,0.388,0.382,0.18,106.6,8.93
8,2015/7/10,3:15:40,-0.059,24.8,0.402,0.401,0.19,,
8,2015/7/10,3:15:41,-0.06,24.72,0.404,0.402,0.19,,
8,2015/7/10,3:15:42,-0.152,24.64,0.399,0.396,0.19,,
8,2015/7/10,3:15:43,-0.141,24.49,0.396,0.392,0.19,,
8,2015/7/10,3:15:44,-0.18,24.29,0.393,0.388,0.19,,
8,2015/7/10,3:15:45,-0.148,24.09,0.394,0.387,0.19,,
8,2015/7/10,3:15:46,-0.164,23.91,0.393,0.385,0.19,,
8,2015/7/10,3:15:47,-0.196,23.73,0.392,0.383,0.19,,
8,2015/7/10,3:15:48,-0.249,23.56,0.391,0.38,0.19,,
8,2015/7/10,3:15:49,-0.371,23.38,0.39,0.378,0.19,,
8,2015/7/10,3:15:50,-0.521,23.15,0.39,0.377,0.19,,
8,2015/7/10,3:15:51,-0.502,22.93,0.389,0.373,0.19,,
8,2015/7/10,3:15:52,-0.553,22.72,0.391,0.374,0.19,,
8,2015/7/10,3:15:53,-0.62,22.52,0.39,0.372,0.19,,
8,2015/7/10,3:15:54,-0.748,22.35,0.391,0.371,0.19,,
8,2015/7/10,3:15:55,-0.869,22.2,0.392,0.371,0.19,,
8,2015/7/10,3:15:56,-0.961,22.06,0.393,0.371,0.19,,
8,2015/7/10,3:15:57,-0.991,21.94,0.395,0.372,0.19,,
8,2015/7/10,3:15:58,-1.095,21.84,0.396,0.372,0.19,,
8,2015/7/10,3:15:59,-1.158,21.75,0.397,0.372,0.19,,
8,2015/7/10,3:16:00,-1.283,21.67,0.398,0.373,0.19,,
8,2015/7/10,3:16:01,-1.282,21.61,0.401,0.375,0.19,,
8,2015/7/10,3:16:02,-1.318,21.55,0.4,0.374,0.19,,
8,2015/7/10,3:16:03,-1.336,21.5,0.406,0.379,0.19,,
8,2015/7/10,3:16:04,-1.349,21.46,0.407,0.379,0.2,,
8,2015/7/10,3:16:05,-1.369,21.41,0.409,0.381,0.2,,
8,2015/7/10,3:16:06,-1.37,21.36,0.412,0.383,0.2,,
8,2015/7/10,3:16:07,-1.367,21.32,0.411,0.382,0.2,,
8,2015/7/10,3:16:08,-1.376,21.29,0.412,0.382,0.2,,
23,2015/7/25,10:16:32,-0.072,23.15,0.395,0.381,0.19,92.4,7.9
23,2015/7/25,10:16:33,-0.089,23.13,0.399,0.385,0.19,92.4,7.9
23,2015/7/25,10:16:34,-0.105,23.12,0.396,0.382,0.19,92.4,7.9
23,2015/7/25,10:16:34,-0.189,23.11,0.395,0.38,0.19,92.4,7.91
23,2015/7/25,10:16:35,-0.251,23.08,0.393,0.378,0.19,92.5,7.91
23,2015/7/25,10:16:35,-0.278,23.04,0.393,0.378,0.19,92.5,7.92
23,2015/7/25,10:16:36,-0.238,23,0.393,0.378,0.19,92.5,7.93
23,2015/7/25,10:16:36,-0.237,22.96,0.391,0.376,0.19,90.7,7.78
23,2015/7/25,10:16:37,-0.279,22.92,0.392,0.376,0.19,90.8,7.79
23,2015/7/25,10:16:37,-0.36,22.88,0.394,0.378,0.19,90.8,7.8
23,2015/7/25,10:16:38,-0.445,22.83,0.392,0.376,0.19,90.9,7.81
23,2015/7/25,10:16:38,-0.608,22.79,0.391,0.375,0.19,90.9,7.82
23,2015/7/25,10:16:39,-0.745,22.75,0.391,0.374,0.19,90.9,7.83
23,2015/7/25,10:16:39,-0.785,22.71,0.391,0.374,0.19,91,7.84
23,2015/7/25,10:16:40,-0.794,22.67,0.392,0.375,0.19,91,7.85
23,2015/7/25,10:16:40,-0.82,22.63,0.393,0.375,0.19,87,7.51
23,2015/7/25,10:16:41,-0.893,22.59,0.392,0.374,0.19,87.1,7.52
23,2015/7/25,10:16:41,-0.939,22.56,0.395,0.377,0.19,87.1,7.53
23,2015/7/25,10:16:42,-1.01,22.52,0.393,0.375,0.19,87.1,7.54
23,2015/7/25,10:16:42,-1.074,22.49,0.394,0.375,0.19,87.2,7.54
23,2015/7/25,10:16:43,-1.121,22.45,0.395,0.376,0.19,87.2,7.55
23,2015/7/25,10:16:43,-1.197,22.41,0.398,0.379,0.19,87.2,7.56
23,2015/7/25,10:16:44,-1.307,22.36,0.402,0.381,0.19,87.3,7.57
23,2015/7/25,10:16:44,-1.357,22.29,0.407,0.386,0.19,84.2,7.31
23,2015/7/25,10:16:45,-1.381,22.21,0.415,0.393,0.2,84.2,7.33
23,2015/7/25,10:16:45,-1.398,22.11,0.419,0.396,0.2,84.3,7.35
23,2015/7/25,10:16:46,-1.408,22.02,0.418,0.394,0.2,84.4,7.37
23,2015/7/25,10:16:46,-1.419,21.94,0.419,0.395,0.2,84.5,7.39
23,2015/7/25,10:16:47,-1.427,21.86,0.421,0.395,0.2,84.6,7.4
23,2015/7/25,10:16:47,-1.435,21.79,0.422,0.396,0.2,84.6,7.42
23,2015/7/25,10:16:48,-1.442,21.73,0.425,0.398,0.2,84.7,7.44
23,2015/7/25,10:16:48,-1.448,21.67,0.426,0.399,0.2,81.8,7.19
23,2015/7/25,10:16:49,-1.455,21.62,0.428,0.401,0.21,81.8,7.2
23,2015/7/25,10:16:49,-1.465,21.57,0.43,0.402,0.21,81.8,7.21
23,2015/7/25,10:16:50,-1.468,21.54,0.43,0.402,0.21,81.9,7.22
23,2015/7/25,10:16:50,-1.451,21.5,0.43,0.401,0.21,81.9,7.22
23,2015/7/25,10:16:51,-1.463,21.47,0.431,0.402,0.21,81.9,7.23
23,2015/7/25,10:16:51,-1.453,21.44,0.43,0.401,0.21,82,7.24
23,2015/7/25,10:16:52,-1.484,21.42,0.432,0.402,0.21,82,7.24
23,2015/7/25,10:16:52,-1.491,21.4,0.434,0.404,0.21,72.6,6.42
23,2015/7/25,10:16:53,-1.484,21.38,0.436,0.406,0.21,72.6,6.42
23,2015/7/25,10:16:53,-1.462,21.36,0.438,0.407,0.21,72.6,6.42
23,2015/7/25,10:16:54,-1.443,21.34,0.435,0.405,0.21,72.6,6.43
23,2015/7/25,10:16:54,-1.429,21.33,0.438,0.407,0.21,72.7,6.43
23,2015/7/25,10:16:55,-1.408,21.32,0.445,0.413,0.21,72.7,6.43
23,2015/7/25,10:16:55,-1.174,21.3,0.444,0.413,0.21,72.7,6.43
23,2015/7/25,10:16:56,-0.877,21.3,0.444,0.413,0.21,72.7,6.43
23,2015/7/25,10:16:56,-0.675,21.31,0.438,0.407,0.21,65.5,5.8
23,2015/7/25,10:16:57,-0.516,21.34,0.431,0.401,0.21,65.5,5.8
23,2015/7/25,10:16:57,-0.367,21.37,0.433,0.403,0.21,65.5,5.79
23,2015/7/25,10:16:58,-0.313,21.42,0.413,0.385,0.2,65.5,5.78
23,2015/7/25,10:16:58,-0.318,21.48,0.408,0.381,0.2,65.4,5.77
32,2015/8/3,9:37:32,0.018,24.23,0.398,0.392,0.19,118.2,9.9
32,2015/8/3,9:37:33,0.011,24.22,0.398,0.392,0.19,118.2,9.9
32,2015/8/3,9:37:33,-0.026,24.22,0.397,0.391,0.19,118.2,9.9
32,2015/8/3,9:37:34,-0.076,24.22,0.397,0.391,0.19,118.2,9.9
32,2015/8/3,9:37:34,-0.149,24.22,0.396,0.39,0.19,117.9,9.88
32,2015/8/3,9:37:35,-0.213,24.22,0.397,0.391,0.19,117.9,9.88
32,2015/8/3,9:37:35,-0.304,24.21,0.4,0.394,0.19,117.9,9.88
32,2015/8/3,9:37:36,-0.34,24.2,0.398,0.392,0.19,117.9,9.88
32,2015/8/3,9:37:36,-0.385,24.2,0.397,0.391,0.19,118,9.88
32,2015/8/3,9:37:37,-0.5,24.19,0.397,0.39,0.19,118,9.89
32,2015/8/3,9:37:37,-0.525,24.18,0.397,0.391,0.19,118,9.89
32,2015/8/3,9:37:38,-0.64,24.17,0.397,0.391,0.19,118,9.89
32,2015/8/3,9:37:38,-0.654,24.16,0.397,0.391,0.19,127.3,10.68
32,2015/8/3,9:37:39,-0.755,24.15,0.398,0.391,0.19,127.3,10.68
32,2015/8/3,9:37:39,-0.806,24.13,0.401,0.395,0.19,127.4,10.68
32,2015/8/3,9:37:40,-0.863,24.12,0.398,0.392,0.19,127.4,10.69
32,2015/8/3,9:37:40,-0.929,24.1,0.401,0.394,0.19,127.4,10.69
32,2015/8/3,9:37:41,-0.979,24.08,0.402,0.395,0.19,127.4,10.7
32,2015/8/3,9:37:41,-1.034,24.05,0.403,0.396,0.19,127.5,10.71
32,2015/8/3,9:37:42,-1.079,24.02,0.404,0.396,0.19,127.5,10.72
32,2015/8/3,9:37:42,-1.146,23.96,0.412,0.404,0.2,138.1,11.62
32,2015/8/3,9:37:43,-1.216,23.88,0.42,0.411,0.2,138.2,11.65
32,2015/8/3,9:37:43,-1.24,23.78,0.425,0.415,0.2,138.3,11.68
32,2015/8/3,9:37:44,-1.252,23.66,0.424,0.413,0.2,138.5,11.72
32,2015/8/3,9:37:44,-1.286,23.54,0.427,0.415,0.2,138.7,11.77
32,2015/8/3,9:37:45,-1.298,23.43,0.429,0.416,0.21,138.9,11.8
32,2015/8/3,9:37:45,-1.302,23.33,0.43,0.416,0.21,139,11.84
32,2015/8/3,9:37:46,-1.308,23.23,0.432,0.418,0.21,139.2,11.88
32,2015/8/3,9:37:46,-1.314,23.14,0.436,0.421,0.21,132.9,11.35
32,2015/8/3,9:37:47,-1.328,23.05,0.448,0.431,0.22,133,11.38
32,2015/8/3,9:37:47,-1.347,22.96,0.479,0.46,0.23,133.1,11.41
32,2015/8/3,9:37:48,-1.37,22.88,0.493,0.473,0.24,133.2,11.44
32,2015/8/3,9:37:48,-1.371,22.81,0.497,0.476,0.24,133.3,11.46
32,2015/8/3,9:37:49,-1.367,22.74,0.499,0.477,0.24,133.4,11.49
32,2015/8/3,9:37:49,-1.364,22.68,0.501,0.479,0.24,133.5,11.51
32,2015/8/3,9:37:50,-1.359,22.63,0.501,0.479,0.24,133.6,11.53
32,2015/8/3,9:37:50,-1.358,22.58,0.503,0.48,0.24,131.1,11.32
32,2015/8/3,9:37:51,-1.358,22.53,0.505,0.481,0.24,131.2,11.34
45,2015/8/16,11:11:36,-0.078,24.11,0.414,0.407,0.2,104.1,8.74
45,2015/8/16,11:11:37,-0.124,24.07,0.411,0.404,0.2,104.2,8.75
45,2015/8/16,11:11:37,-0.168,24.04,0.413,0.406,0.2,104.2,8.76
45,2015/8/16,11:11:38,-0.258,24.01,0.412,0.405,0.2,104.2,8.76
45,2015/8/16,11:11:38,-0.294,23.98,0.413,0.405,0.2,104.3,8.77
45,2015/8/16,11:11:39,-0.337,23.94,0.413,0.404,0.2,104.3,8.78
45,2015/8/16,11:11:39,-0.359,23.91,0.413,0.405,0.2,104.3,8.79
45,2015/8/16,11:11:40,-0.4,23.89,0.412,0.404,0.2,98.2,8.27
45,2015/8/16,11:11:40,-0.436,23.86,0.413,0.404,0.2,98.2,8.28
45,2015/8/16,11:11:41,-0.477,23.83,0.411,0.401,0.2,98.3,8.29
45,2015/8/16,11:11:41,-0.537,23.8,0.412,0.402,0.2,98.3,8.3
45,2015/8/16,11:11:42,-0.571,23.77,0.413,0.403,0.2,98.3,8.3
45,2015/8/16,11:11:42,-0.601,23.73,0.412,0.402,0.2,98.4,8.31
45,2015/8/16,11:11:43,-0.65,23.7,0.413,0.402,0.2,98.4,8.32
45,2015/8/16,11:11:43,-0.659,23.67,0.412,0.402,0.2,98.4,8.33
45,2015/8/16,11:11:44,-0.744,23.62,0.411,0.4,0.2,93.8,7.94
45,2015/8/16,11:11:44,-0.739,23.57,0.412,0.401,0.2,93.8,7.96
45,2015/8/16,11:11:45,-0.822,23.5,0.409,0.397,0.2,93.9,7.97
45,2015/8/16,11:11:45,-0.885,23.43,0.41,0.398,0.2,94,7.99
45,2015/8/16,11:11:46,-0.931,23.34,0.411,0.398,0.2,94.1,8.01
45,2015/8/16,11:11:46,-0.987,23.25,0.41,0.396,0.2,94.2,8.03
45,2015/8/16,11:11:47,-1.044,23.16,0.41,0.395,0.2,94.3,8.05
45,2015/8/16,11:11:47,-1.125,23.06,0.41,0.395,0.2,94.4,8.08
45,2015/8/16,11:11:48,-1.125,22.96,0.411,0.395,0.2,90.3,7.74
45,2015/8/16,11:11:48,-1.174,22.86,0.412,0.395,0.2,90.4,7.77
45,2015/8/16,11:11:49,-1.216,22.77,0.412,0.394,0.2,90.5,7.79
45,2015/8/16,11:11:49,-1.272,22.67,0.416,0.398,0.2,90.6,7.81
45,2015/8/16,11:11:50,-1.294,22.57,0.418,0.398,0.2,90.7,7.83
45,2015/8/16,11:11:50,-1.315,22.46,0.42,0.399,0.2,90.8,7.86
45,2015/8/16,11:11:51,-1.344,22.36,0.421,0.4,0.2,90.9,7.88
45,2015/8/16,11:11:51,-1.376,22.28,0.424,0.402,0.2,91,7.9
45,2015/8/16,11:11:52,-1.403,22.18,0.427,0.404,0.2,84.6,7.37
45,2015/8/16,11:11:52,-1.422,22.1,0.427,0.404,0.2,84.7,7.39
45,2015/8/16,11:11:53,-1.432,22.02,0.431,0.407,0.21,84.8,7.4
45,2015/8/16,11:11:53,-1.443,21.94,0.438,0.412,0.21,84.9,7.42
45,2015/8/16,11:11:54,-1.453,21.87,0.449,0.422,0.22,84.9,7.44
56,2015/8/27,13:14:29,-0.055,20.94,0.419,0.386,0.2,98.8,8.81
56,2015/8/27,13:14:30,-0.124,20.95,0.42,0.388,0.2,98.8,8.81
56,2015/8/27,13:14:30,-0.159,20.95,0.42,0.387,0.2,93.3,8.32
56,2015/8/27,13:14:31,-0.204,20.95,0.42,0.387,0.2,93.3,8.32
56,2015/8/27,13:14:31,-0.25,20.93,0.426,0.393,0.2,93.4,8.32
56,2015/8/27,13:14:32,-0.297,20.92,0.418,0.386,0.2,93.4,8.33
56,2015/8/27,13:14:32,-0.333,20.9,0.418,0.385,0.2,93.4,8.33
56,2015/8/27,13:14:33,-0.319,20.87,0.418,0.385,0.2,93.4,8.34
56,2015/8/27,13:14:33,-0.369,20.84,0.418,0.385,0.2,93.5,8.35
56,2015/8/27,13:14:34,-0.38,20.81,0.418,0.385,0.2,93.5,8.36
56,2015/8/27,13:14:34,-0.417,20.78,0.418,0.385,0.2,89,7.96
56,2015/8/27,13:14:35,-0.546,20.76,0.417,0.384,0.2,89.1,7.97
56,2015/8/27,13:14:35,-0.566,20.73,0.425,0.391,0.2,89.1,7.98
56,2015/8/27,13:14:36,-0.593,20.7,0.417,0.383,0.2,89.1,7.98
56,2015/8/27,13:14:36,-0.686,20.67,0.417,0.382,0.2,89.2,7.99
56,2015/8/27,13:14:37,-0.76,20.65,0.418,0.383,0.2,89.2,8
56,2015/8/27,13:14:37,-0.787,20.62,0.418,0.383,0.2,89.2,8
56,2015/8/27,13:14:38,-0.825,20.59,0.418,0.382,0.2,89.2,8.01
56,2015/8/27,13:14:38,-0.867,20.57,0.418,0.383,0.2,84.8,7.62
56,2015/8/27,13:14:39,-0.895,20.55,0.418,0.382,0.2,84.8,7.62
56,2015/8/27,13:14:39,-0.931,20.52,0.426,0.389,0.2,84.8,7.63
56,2015/8/27,13:14:40,-1.004,20.5,0.418,0.382,0.2,84.9,7.63
56,2015/8/27,13:14:40,-1.063,20.48,0.419,0.383,0.2,84.9,7.64
56,2015/8/27,13:14:41,-1.046,20.47,0.418,0.382,0.2,84.9,7.64
56,2015/8/27,13:14:41,-1.082,20.45,0.419,0.383,0.2,84.9,7.64
56,2015/8/27,13:14:42,-1.124,20.44,0.418,0.381,0.2,84.9,7.65
56,2015/8/27,13:14:42,-1.153,20.42,0.419,0.382,0.2,80.6,7.26
56,2015/8/27,13:14:43,-1.211,20.41,0.419,0.383,0.2,80.6,7.26
56,2015/8/27,13:14:43,-1.278,20.4,0.425,0.388,0.2,80.6,7.26
56,2015/8/27,13:14:44,-1.352,20.39,0.42,0.383,0.2,80.6,7.26
56,2015/8/27,13:14:44,-1.364,20.39,0.406,0.37,0.19,80.6,7.27
56,2015/8/27,13:14:45,-1.374,20.38,0.407,0.371,0.2,80.6,7.27
56,2015/8/27,13:14:45,-1.384,20.37,0.407,0.371,0.2,80.6,7.27
56,2015/8/27,13:14:46,-1.405,20.37,0.41,0.374,0.2,80.6,7.27
56,2015/8/27,13:14:46,-1.421,20.36,0.42,0.383,0.2,76.4,6.89
56,2015/8/27,13:14:47,-1.446,20.36,0.422,0.384,0.2,76.4,6.89
56,2015/8/27,13:14:47,-1.453,20.35,0.429,0.391,0.21,76.4,6.89
56,2015/8/27,13:14:48,-1.461,20.34,0.423,0.386,0.2,76.4,6.89
56,2015/8/27,13:14:48,-1.462,20.34,0.423,0.385,0.2,76.4,6.89
56,2015/8/27,13:14:49,-1.461,20.33,0.424,0.386,0.2,76.4,6.89
56,2015/8/27,13:14:49,-1.464,20.33,0.423,0.385,0.2,76.4,6.89
68,2015/9/8,12:13:34,-0.005,25.65,0.415,0.42,0.2,117.2,9.56
68,2015/9/8,12:13:35,0.006,25.34,0.42,0.422,0.2,112.4,9.22
68,2015/9/8,12:13:36,-0.096,25.32,0.419,0.421,0.2,112.4,9.22
68,2015/9/8,12:13:37,-0.142,25.3,0.417,0.42,0.2,110.8,9.1
68,2015/9/8,12:13:38,-0.292,25.26,0.41,0.412,0.2,110.9,9.11
68,2015/9/8,12:13:39,-0.365,25.18,0.411,0.412,0.2,111,9.13
68,2015/9/8,12:13:40,-0.491,25.07,0.411,0.411,0.2,111.1,9.16
68,2015/9/8,12:13:41,-0.601,24.93,0.412,0.411,0.2,107.9,8.92
68,2015/9/8,12:13:42,-0.729,24.77,0.408,0.406,0.19,108.1,8.96
68,2015/9/8,12:13:43,-0.86,24.59,0.413,0.41,0.2,108.3,9
68,2015/9/8,12:13:44,-0.956,24.4,0.415,0.41,0.2,108.5,9.06
68,2015/9/8,12:13:45,-1.045,24.22,0.416,0.409,0.2,105.2,8.81
68,2015/9/8,12:13:46,-1.178,24.02,0.414,0.406,0.2,105.5,8.87
68,2015/9/8,12:13:47,-1.301,23.8,0.422,0.412,0.2,105.7,8.92
68,2015/9/8,12:13:48,-1.335,23.59,0.424,0.413,0.2,106,8.98
68,2015/9/8,12:13:49,-1.353,23.46,0.425,0.413,0.2,100.8,8.57
68,2015/9/8,12:13:50,-1.416,23.39,0.424,0.411,0.2,100.9,8.58
81,2015/9/21,12:29:54,-0.041,18.2,0.412,0.359,0.2,101.4,9.55
81,2015/9/21,12:29:55,-0.056,18.19,0.413,0.359,0.2,101.4,9.55
81,2015/9/21,12:29:55,-0.09,18.19,0.411,0.358,0.2,101.4,9.55
81,2015/9/21,12:29:56,-0.121,18.19,0.413,0.359,0.2,99.8,9.4
81,2015/9/21,12:29:56,-0.136,18.18,0.412,0.358,0.2,99.8,9.4
81,2015/9/21,12:29:57,-0.162,18.18,0.409,0.356,0.2,99.8,9.4
81,2015/9/21,12:29:57,-0.198,18.18,0.412,0.359,0.2,99.8,9.4
81,2015/9/21,12:29:58,-0.234,18.17,0.413,0.359,0.2,99.8,9.4
81,2015/9/21,12:29:58,-0.294,18.17,0.412,0.358,0.2,99.8,9.4
81,2015/9/21,12:29:59,-0.3,18.17,0.412,0.359,0.2,99.8,9.4
81,2015/9/21,12:29:59,-0.328,18.16,0.412,0.358,0.2,99.8,9.41
81,2015/9/21,12:30:00,-0.375,18.14,0.413,0.359,0.2,98.5,9.29
81,2015/9/21,12:30:00,-0.449,18.12,0.411,0.357,0.2,98.5,9.29
81,2015/9/21,12:30:01,-0.51,18.09,0.408,0.354,0.2,98.5,9.3
81,2015/9/21,12:30:01,-0.541,18.06,0.412,0.357,0.2,98.6,9.31
81,2015/9/21,12:30:02,-0.549,18.03,0.411,0.357,0.2,98.6,9.32
81,2015/9/21,12:30:02,-0.585,18.01,0.411,0.356,0.2,98.6,9.33
81,2015/9/21,12:30:03,-0.623,17.98,0.411,0.356,0.2,98.7,9.33
81,2015/9/21,12:30:03,-0.641,17.96,0.412,0.357,0.2,98.7,9.34
81,2015/9/21,12:30:04,-0.678,17.94,0.412,0.356,0.2,97.1,9.2
81,2015/9/21,12:30:04,-0.702,17.92,0.412,0.357,0.2,97.2,9.2
81,2015/9/21,12:30:05,-0.727,17.9,0.408,0.353,0.2,97.2,9.21
81,2015/9/21,12:30:05,-0.737,17.89,0.412,0.356,0.2,97.2,9.21
81,2015/9/21,12:30:06,-0.785,17.87,0.412,0.356,0.2,97.2,9.22
81,2015/9/21,12:30:06,-0.788,17.86,0.412,0.356,0.2,97.2,9.22
81,2015/9/21,12:30:07,-0.805,17.85,0.412,0.356,0.2,97.2,9.22
81,2015/9/21,12:30:07,-0.825,17.84,0.411,0.355,0.2,97.2,9.23
81,2015/9/21,12:30:08,-0.841,17.84,0.412,0.356,0.2,96,9.11
81,2015/9/21,12:30:08,-0.848,17.83,0.412,0.355,0.2,96.1,9.12
81,2015/9/21,12:30:09,-0.869,17.82,0.409,0.353,0.2,96.1,9.12
81,2015/9/21,12:30:09,-0.9,17.81,0.412,0.356,0.2,96.1,9.12
81,2015/9/21,12:30:10,-0.924,17.81,0.412,0.355,0.2,96.1,9.12
81,2015/9/21,12:30:10,-0.96,17.8,0.412,0.355,0.2,96.1,9.12
81,2015/9/21,12:30:11,-0.974,17.8,0.411,0.355,0.2,96.1,9.12
81,2015/9/21,12:30:11,-1.02,17.79,0.413,0.356,0.2,96.1,9.13
81,2015/9/21,12:30:12,-1.037,17.78,0.412,0.355,0.2,94.5,8.98
81,2015/9/21,12:30:12,-1.064,17.78,0.413,0.356,0.2,94.5,8.98
81,2015/9/21,12:30:13,-1.082,17.77,0.409,0.352,0.2,94.5,8.98
81,2015/9/21,12:30:13,-1.083,17.77,0.412,0.355,0.2,94.5,8.98
81,2015/9/21,12:30:14,-1.095,17.77,0.413,0.356,0.2,94.6,8.99
81,2015/9/21,12:30:14,-1.131,17.76,0.411,0.354,0.2,94.6,8.99
81,2015/9/21,12:30:15,-1.135,17.76,0.412,0.355,0.2,94.6,8.99
81,2015/9/21,12:30:15,-1.158,17.76,0.412,0.355,0.2,94.6,8.99
81,2015/9/21,12:30:16,-1.191,17.75,0.413,0.356,0.2,93.1,8.85
81,2015/9/21,12:30:16,-1.199,17.75,0.412,0.355,0.2,93.1,8.85
81,2015/9/21,12:30:17,-1.228,17.75,0.409,0.352,0.2,93.1,8.85
81,2015/9/21,12:30:17,-1.248,17.74,0.412,0.355,0.2,93.1,8.85
81,2015/9/21,12:30:18,-1.271,17.74,0.412,0.355,0.2,93.1,8.85
81,2015/9/21,12:30:18,-1.277,17.74,0.412,0.355,0.2,93.1,8.85
81,2015/9/21,12:30:19,-1.302,17.74,0.413,0.356,0.2,93.1,8.85
81,2015/9/21,12:30:19,-1.321,17.74,0.413,0.356,0.2,93.1,8.85
81,2015/9/21,12:30:20,-1.336,17.74,0.413,0.355,0.2,91.9,8.74
81,2015/9/21,12:30:20,-1.365,17.74,0.413,0.356,0.2,91.9,8.74
81,2015/9/21,12:30:21,-1.391,17.73,0.409,0.353,0.2,91.9,8.74
81,2015/9/21,12:30:21,-1.407,17.73,0.411,0.354,0.2,91.9,8.74
81,2015/9/21,12:30:22,-1.417,17.74,0.412,0.355,0.2,91.9,8.73
81,2015/9/21,12:30:22,-1.423,17.75,0.411,0.354,0.2,91.9,8.73
81,2015/9/21,12:30:23,-1.431,17.76,0.411,0.354,0.2,91.8,8.73
81,2015/9/21,12:30:23,-1.438,17.77,0.41,0.354,0.2,91.8,8.73
81,2015/9/21,12:30:24,-1.437,17.78,0.411,0.355,0.2,90.4,8.59
81,2015/9/21,12:30:24,-1.437,17.79,0.412,0.356,0.2,90.4,8.59
