days,date,time ,depth,temp,spCond,Cond,Salinity,DO%,DO.Conc
8,2015/7/10,0:27:25,-0.536,22.85,0.319,0.306,0.15,,
8,2015/7/10,0:27:26,-0.634,22.71,0.319,0.305,0.15,,
8,2015/7/10,0:27:27,-0.674,22.6,0.317,0.303,0.15,,
8,2015/7/10,0:27:28,-0.773,22.49,0.316,0.301,0.15,,
8,2015/7/10,0:27:29,-0.826,22.37,0.317,0.301,0.15,,
8,2015/7/10,0:27:30,-0.891,22.27,0.316,0.3,0.15,,
8,2015/7/10,0:27:31,-0.927,22.19,0.315,0.298,0.15,,
8,2015/7/10,0:27:32,-1.01,22.11,0.316,0.299,0.15,,
8,2015/7/10,0:27:33,-1.025,22.05,0.317,0.299,0.15,,
8,2015/7/10,0:27:34,-1.1,22,0.317,0.298,0.15,,
8,2015/7/10,0:27:35,-1.113,21.95,0.315,0.297,0.15,,
8,2015/7/10,0:27:36,-1.215,21.92,0.315,0.296,0.15,,
8,2015/7/10,0:27:37,-1.187,21.88,0.315,0.296,0.15,,
8,2015/7/10,0:27:38,-1.284,21.85,0.315,0.296,0.15,,
8,2015/7/10,0:27:39,-1.348,21.82,0.315,0.296,0.15,,
8,2015/7/10,0:27:40,-1.345,21.79,0.314,0.295,0.15,,
8,2015/7/10,0:27:41,-1.339,21.77,0.315,0.296,0.15,,
8,2015/7/10,0:27:42,-1.316,21.75,0.316,0.297,0.15,,
8,2015/7/10,0:27:43,-1.335,21.73,0.315,0.295,0.15,,
8,2015/7/10,0:27:44,-1.402,21.72,0.316,0.296,0.15,,
8,2015/7/10,0:27:45,-1.46,21.71,0.316,0.296,0.15,,
8,2015/7/10,0:27:46,-1.461,21.7,0.349,0.327,0.17,,
8,2015/7/10,0:27:47,-1.431,21.69,0.385,0.361,0.18,,
8,2015/7/10,0:27:48,-1.458,21.69,0.405,0.379,0.19,,
8,2015/7/10,0:27:49,-1.451,21.69,0.39,0.365,0.19,,
8,2015/7/10,0:27:50,-1.457,21.69,0.411,0.385,0.2,,
8,2015/7/10,0:27:51,-1.441,21.68,0.418,0.391,0.2,,
8,2015/7/10,0:27:52,-1.55,21.67,0.539,0.505,0.26,,
8,2015/7/10,0:27:53,-1.556,21.63,0.542,0.507,0.26,,
23,2015/7/25,10:37:30,-0.046,23.37,0.349,0.339,0.17,91.1,7.76
23,2015/7/25,10:37:31,-0.079,23.36,0.349,0.338,0.17,91.2,7.76
23,2015/7/25,10:37:31,-0.13,23.34,0.349,0.338,0.17,91.2,7.76
23,2015/7/25,10:37:32,-0.135,23.32,0.348,0.337,0.17,91.2,7.77
23,2015/7/25,10:37:32,-0.198,23.3,0.348,0.337,0.17,91.2,7.77
23,2015/7/25,10:37:33,-0.214,23.28,0.348,0.337,0.17,85.9,7.33
23,2015/7/25,10:37:33,-0.213,23.26,0.349,0.337,0.17,86,7.33
23,2015/7/25,10:37:34,-0.33,23.23,0.346,0.335,0.17,86,7.34
23,2015/7/25,10:37:34,-0.356,23.21,0.347,0.335,0.17,86,7.34
23,2015/7/25,10:37:35,-0.431,23.19,0.349,0.337,0.17,86,7.35
23,2015/7/25,10:37:35,-0.524,23.17,0.348,0.335,0.17,86,7.35
23,2015/7/25,10:37:36,-0.563,23.15,0.349,0.336,0.17,86.1,7.36
23,2015/7/25,10:37:36,-0.581,23.12,0.348,0.336,0.17,86.1,7.36
23,2015/7/25,10:37:37,-0.626,23.1,0.348,0.335,0.17,81.2,6.94
23,2015/7/25,10:37:37,-0.758,23.07,0.348,0.335,0.17,81.2,6.95
23,2015/7/25,10:37:38,-0.831,23.05,0.347,0.334,0.17,81.2,6.95
23,2015/7/25,10:37:38,-0.946,23.02,0.348,0.335,0.17,81.2,6.96
23,2015/7/25,10:37:39,-0.989,22.99,0.347,0.334,0.17,81.2,6.96
23,2015/7/25,10:37:39,-1.019,22.97,0.347,0.334,0.17,81.3,6.97
23,2015/7/25,10:37:40,-1.066,22.94,0.349,0.335,0.17,81.3,6.98
23,2015/7/25,10:37:40,-1.126,22.92,0.348,0.335,0.17,81.3,6.98
23,2015/7/25,10:37:41,-1.141,22.89,0.348,0.334,0.17,75.6,6.5
23,2015/7/25,10:37:41,-1.173,22.86,0.349,0.335,0.17,75.7,6.5
23,2015/7/25,10:37:42,-1.27,22.83,0.348,0.334,0.17,75.7,6.51
23,2015/7/25,10:37:42,-1.272,22.81,0.35,0.335,0.17,75.7,6.51
23,2015/7/25,10:37:43,-1.348,22.78,0.353,0.338,0.17,75.7,6.52
23,2015/7/25,10:37:43,-1.394,22.75,0.353,0.338,0.17,75.7,6.52
23,2015/7/25,10:37:44,-1.494,22.73,0.362,0.346,0.17,75.8,6.53
23,2015/7/25,10:37:44,-1.548,22.69,0.363,0.347,0.17,75.8,6.54
23,2015/7/25,10:37:45,-1.584,22.63,0.369,0.352,0.18,71.3,6.15
23,2015/7/25,10:37:45,-1.609,22.55,0.379,0.361,0.18,71.3,6.17
23,2015/7/25,10:37:46,-1.616,22.46,0.398,0.379,0.19,71.4,6.18
23,2015/7/25,10:37:46,-1.616,22.35,0.407,0.386,0.19,71.5,6.2
32,2015/8/3,10:23:17,-0.003,25.08,0.368,0.369,0.18,121.9,10.05
32,2015/8/3,10:23:18,-0.002,25.07,0.368,0.369,0.18,114.6,9.45
32,2015/8/3,10:23:18,-0.01,25.07,0.368,0.369,0.18,114.6,9.45
32,2015/8/3,10:23:19,-0.017,25.06,0.368,0.368,0.17,114.6,9.45
32,2015/8/3,10:23:19,-0.033,25.06,0.368,0.369,0.18,114.6,9.45
32,2015/8/3,10:23:20,-0.108,25.06,0.367,0.368,0.17,114.6,9.45
32,2015/8/3,10:23:20,-0.132,25.04,0.367,0.368,0.17,114.6,9.46
32,2015/8/3,10:23:21,-0.199,25.02,0.368,0.368,0.17,114.6,9.46
32,2015/8/3,10:23:21,-0.215,25,0.367,0.367,0.17,114.6,9.47
32,2015/8/3,10:23:22,-0.264,24.98,0.367,0.367,0.17,117.8,9.73
32,2015/8/3,10:23:22,-0.289,24.96,0.367,0.367,0.17,117.8,9.74
32,2015/8/3,10:23:23,-0.321,24.93,0.366,0.365,0.17,117.9,9.74
32,2015/8/3,10:23:23,-0.334,24.91,0.366,0.365,0.17,117.9,9.75
32,2015/8/3,10:23:24,-0.394,24.88,0.367,0.366,0.17,117.9,9.76
32,2015/8/3,10:23:24,-0.437,24.85,0.366,0.365,0.17,118,9.77
32,2015/8/3,10:23:25,-0.464,24.82,0.366,0.365,0.17,118,9.78
32,2015/8/3,10:23:25,-0.488,24.79,0.367,0.366,0.17,118.1,9.79
32,2015/8/3,10:23:26,-0.572,24.77,0.366,0.364,0.17,114.6,9.5
32,2015/8/3,10:23:26,-0.631,24.74,0.366,0.364,0.17,114.6,9.51
32,2015/8/3,10:23:27,-0.629,24.71,0.367,0.365,0.17,114.6,9.51
32,2015/8/3,10:23:27,-0.639,24.69,0.367,0.365,0.17,114.7,9.52
32,2015/8/3,10:23:28,-0.687,24.66,0.367,0.364,0.17,114.7,9.53
32,2015/8/3,10:23:28,-0.737,24.64,0.366,0.364,0.17,114.7,9.53
32,2015/8/3,10:23:29,-0.79,24.63,0.367,0.364,0.17,114.7,9.54
32,2015/8/3,10:23:29,-0.813,24.61,0.367,0.364,0.17,114.8,9.54
32,2015/8/3,10:23:30,-0.857,24.59,0.367,0.364,0.17,108.2,9.01
32,2015/8/3,10:23:30,-0.899,24.57,0.366,0.363,0.17,108.3,9.01
32,2015/8/3,10:23:31,-0.96,24.55,0.366,0.363,0.17,108.3,9.01
32,2015/8/3,10:23:31,-0.978,24.53,0.368,0.365,0.18,108.3,9.02
32,2015/8/3,10:23:32,-1.025,24.52,0.366,0.363,0.17,108.3,9.02
32,2015/8/3,10:23:32,-1.054,24.5,0.368,0.365,0.18,108.3,9.03
32,2015/8/3,10:23:33,-1.091,24.48,0.368,0.364,0.18,108.4,9.03
32,2015/8/3,10:23:33,-1.131,24.46,0.367,0.364,0.17,108.4,9.04
32,2015/8/3,10:23:34,-1.162,24.43,0.369,0.365,0.18,103.4,8.63
32,2015/8/3,10:23:34,-1.181,24.41,0.369,0.364,0.18,103.4,8.63
32,2015/8/3,10:23:35,-1.21,24.38,0.369,0.364,0.18,103.4,8.64
32,2015/8/3,10:23:35,-1.239,24.36,0.37,0.366,0.18,103.5,8.64
32,2015/8/3,10:23:36,-1.263,24.34,0.374,0.369,0.18,103.5,8.65
32,2015/8/3,10:23:36,-1.316,24.31,0.375,0.37,0.18,103.5,8.66
32,2015/8/3,10:23:37,-1.347,24.27,0.379,0.374,0.18,103.6,8.67
32,2015/8/3,10:23:37,-1.398,24.21,0.386,0.38,0.18,103.6,8.68
32,2015/8/3,10:23:38,-1.419,24.14,0.388,0.382,0.19,98.4,8.26
32,2015/8/3,10:23:38,-1.436,24.06,0.392,0.385,0.19,98.5,8.27
32,2015/8/3,10:23:39,-1.456,23.98,0.395,0.388,0.19,98.6,8.3
32,2015/8/3,10:23:39,-1.486,23.91,0.4,0.391,0.19,98.7,8.31
32,2015/8/3,10:23:40,-1.507,23.84,0.421,0.412,0.2,98.8,8.33
32,2015/8/3,10:23:40,-1.521,23.74,0.431,0.421,0.21,98.9,8.35
32,2015/8/3,10:23:41,-1.542,23.61,0.444,0.432,0.21,99,8.39
32,2015/8/3,10:23:41,-1.556,23.47,0.468,0.454,0.22,99.2,8.42
32,2015/8/3,10:23:42,-1.562,23.3,0.478,0.462,0.23,91.4,7.78
32,2015/8/3,10:23:42,-1.568,23.14,0.483,0.466,0.23,91.5,7.82
32,2015/8/3,10:23:43,-1.578,22.98,0.484,0.465,0.23,91.7,7.86
32,2015/8/3,10:23:43,-1.589,22.83,0.492,0.471,0.24,91.8,7.89
32,2015/8/3,10:23:44,-1.595,22.7,0.495,0.473,0.24,92,7.92
32,2015/8/3,10:23:44,-1.6,22.58,0.498,0.475,0.24,92.1,7.95
32,2015/8/3,10:23:45,-1.609,22.47,0.502,0.478,0.24,92.2,7.98
32,2015/8/3,10:23:45,-1.615,22.37,0.505,0.479,0.24,92.3,8
32,2015/8/3,10:23:46,-1.619,22.28,0.505,0.479,0.24,79.7,6.92
32,2015/8/3,10:23:46,-1.613,22.2,0.508,0.481,0.24,79.7,6.93
32,2015/8/3,10:23:47,-1.618,22.13,0.508,0.481,0.25,79.8,6.95
32,2015/8/3,10:23:47,-1.623,22.07,0.51,0.481,0.25,79.8,6.96
32,2015/8/3,10:23:48,-1.626,22.01,0.511,0.481,0.25,79.9,6.97
32,2015/8/3,10:23:48,-1.627,21.96,0.512,0.482,0.25,79.9,6.98
32,2015/8/3,10:23:49,-1.626,21.92,0.513,0.483,0.25,80,6.99
45,2015/8/16,10:34:12,-0.068,24.23,0.4,0.394,0.19,96.6,8.09
45,2015/8/16,10:34:13,-0.091,24.22,0.399,0.393,0.19,96.6,8.09
45,2015/8/16,10:34:14,-0.171,24.24,0.399,0.394,0.19,96.6,8.09
45,2015/8/16,10:34:14,-0.205,24.24,0.4,0.394,0.19,96.6,8.08
45,2015/8/16,10:34:15,-0.284,24.25,0.399,0.393,0.19,96.6,8.08
45,2015/8/16,10:34:15,-0.305,24.24,0.399,0.394,0.19,93.8,7.85
45,2015/8/16,10:34:16,-0.343,24.23,0.399,0.393,0.19,93.8,7.86
45,2015/8/16,10:34:16,-0.366,24.21,0.399,0.393,0.19,93.9,7.86
45,2015/8/16,10:34:17,-0.393,24.2,0.399,0.393,0.19,93.9,7.87
45,2015/8/16,10:34:17,-0.422,24.18,0.398,0.392,0.19,93.9,7.87
45,2015/8/16,10:34:18,-0.473,24.15,0.399,0.392,0.19,93.9,7.88
45,2015/8/16,10:34:18,-0.521,24.13,0.398,0.391,0.19,93.9,7.88
45,2015/8/16,10:34:19,-0.574,24.1,0.398,0.391,0.19,94,7.89
45,2015/8/16,10:34:19,-0.617,24.07,0.397,0.39,0.19,91.6,7.69
45,2015/8/16,10:34:20,-0.64,24.04,0.398,0.391,0.19,91.6,7.7
45,2015/8/16,10:34:20,-0.681,24.01,0.399,0.392,0.19,91.7,7.71
45,2015/8/16,10:34:21,-0.726,23.98,0.398,0.391,0.19,91.7,7.71
45,2015/8/16,10:34:21,-0.766,23.96,0.398,0.39,0.19,91.7,7.72
45,2015/8/16,10:34:22,-0.824,23.92,0.399,0.39,0.19,91.8,7.73
45,2015/8/16,10:34:22,-0.871,23.9,0.398,0.39,0.19,91.8,7.73
45,2015/8/16,10:34:23,-0.914,23.86,0.398,0.389,0.19,91.8,7.74
45,2015/8/16,10:34:23,-0.992,23.83,0.396,0.387,0.19,89.7,7.57
45,2015/8/16,10:34:24,-1.046,23.77,0.397,0.388,0.19,89.8,7.58
45,2015/8/16,10:34:24,-1.089,23.7,0.399,0.389,0.19,89.9,7.6
45,2015/8/16,10:34:25,-1.183,23.65,0.396,0.386,0.19,89.9,7.61
45,2015/8/16,10:34:25,-1.267,23.58,0.398,0.387,0.19,90,7.63
45,2015/8/16,10:34:26,-1.343,23.49,0.398,0.387,0.19,90.1,7.65
45,2015/8/16,10:34:26,-1.394,23.39,0.398,0.386,0.19,90.2,7.67
45,2015/8/16,10:34:27,-1.401,23.29,0.399,0.386,0.19,90.3,7.69
45,2015/8/16,10:34:27,-1.44,23.21,0.4,0.386,0.19,87.7,7.49
45,2015/8/16,10:34:28,-1.515,23.12,0.405,0.391,0.19,87.8,7.51
45,2015/8/16,10:34:28,-1.575,23.01,0.408,0.393,0.2,87.9,7.53
45,2015/8/16,10:34:29,-1.634,22.9,0.415,0.398,0.2,88,7.56
45,2015/8/16,10:34:29,-1.667,22.78,0.448,0.429,0.21,88.2,7.58
45,2015/8/16,10:34:30,-1.681,22.65,0.481,0.46,0.23,88.3,7.62
45,2015/8/16,10:34:30,-1.69,22.51,0.477,0.454,0.23,88.4,7.65
45,2015/8/16,10:34:31,-1.705,22.39,0.474,0.451,0.23,88.5,7.67
45,2015/8/16,10:34:31,-1.717,22.28,0.478,0.453,0.23,82.6,7.18
56,2015/8/27,11:21:19,0.01,21,0.411,0.38,0.2,102.5,9.13
56,2015/8/27,11:21:20,0.008,21,0.411,0.379,0.2,102.5,9.13
56,2015/8/27,11:21:20,0.008,21.01,0.411,0.38,0.2,98.3,8.75
56,2015/8/27,11:21:21,-0.025,21.01,0.411,0.379,0.2,98.3,8.75
56,2015/8/27,11:21:21,-0.089,21.01,0.412,0.38,0.2,98.3,8.75
56,2015/8/27,11:21:22,-0.126,21.01,0.412,0.38,0.2,98.3,8.75
56,2015/8/27,11:21:22,-0.2,21.01,0.41,0.379,0.2,98.3,8.75
56,2015/8/27,11:21:23,-0.216,21.01,0.411,0.379,0.2,98.3,8.76
56,2015/8/27,11:21:23,-0.258,21,0.41,0.379,0.2,98.3,8.76
56,2015/8/27,11:21:24,-0.322,20.99,0.41,0.378,0.2,98.3,8.76
56,2015/8/27,11:21:24,-0.363,20.97,0.41,0.378,0.2,94.3,8.4
56,2015/8/27,11:21:25,-0.439,20.95,0.409,0.378,0.2,94.3,8.4
56,2015/8/27,11:21:25,-0.519,20.93,0.41,0.378,0.2,94.3,8.41
56,2015/8/27,11:21:26,-0.559,20.91,0.409,0.377,0.2,94.3,8.42
56,2015/8/27,11:21:26,-0.6,20.89,0.409,0.377,0.2,94.3,8.42
56,2015/8/27,11:21:27,-0.642,20.87,0.409,0.377,0.2,94.4,8.43
56,2015/8/27,11:21:27,-0.702,20.85,0.409,0.377,0.2,94.4,8.43
56,2015/8/27,11:21:28,-0.747,20.83,0.409,0.376,0.2,94.4,8.44
56,2015/8/27,11:21:28,-0.793,20.82,0.409,0.377,0.2,88.7,7.92
56,2015/8/27,11:21:29,-0.823,20.8,0.409,0.376,0.2,88.7,7.93
56,2015/8/27,11:21:29,-0.85,20.78,0.41,0.377,0.2,88.7,7.93
56,2015/8/27,11:21:30,-0.894,20.77,0.41,0.377,0.2,88.7,7.94
56,2015/8/27,11:21:30,-0.909,20.76,0.409,0.376,0.2,88.7,7.94
56,2015/8/27,11:21:31,-0.946,20.75,0.41,0.377,0.2,88.7,7.94
56,2015/8/27,11:21:31,-0.968,20.73,0.41,0.377,0.2,88.8,7.95
56,2015/8/27,11:21:32,-1.006,20.72,0.41,0.377,0.2,88.8,7.95
56,2015/8/27,11:21:32,-1.047,20.71,0.41,0.377,0.2,81.8,7.32
56,2015/8/27,11:21:33,-1.081,20.71,0.412,0.378,0.2,81.8,7.33
56,2015/8/27,11:21:33,-1.09,20.7,0.41,0.377,0.2,81.8,7.33
56,2015/8/27,11:21:34,-1.108,20.69,0.411,0.377,0.2,81.8,7.33
56,2015/8/27,11:21:34,-1.139,20.69,0.41,0.376,0.2,81.8,7.33
56,2015/8/27,11:21:35,-1.154,20.68,0.411,0.377,0.2,81.8,7.33
56,2015/8/27,11:21:35,-1.152,20.67,0.411,0.377,0.2,81.8,7.33
56,2015/8/27,11:21:36,-1.185,20.67,0.411,0.377,0.2,81.8,7.33
56,2015/8/27,11:21:36,-1.209,20.66,0.411,0.377,0.2,77.1,6.91
56,2015/8/27,11:21:37,-1.252,20.66,0.411,0.377,0.2,77.1,6.91
56,2015/8/27,11:21:37,-1.287,20.65,0.411,0.377,0.2,77.1,6.91
56,2015/8/27,11:21:38,-1.321,20.65,0.411,0.377,0.2,77.1,6.92
56,2015/8/27,11:21:38,-1.365,20.65,0.411,0.376,0.2,77.1,6.92
56,2015/8/27,11:21:39,-1.389,20.64,0.411,0.377,0.2,77.1,6.92
56,2015/8/27,11:21:39,-1.427,20.64,0.411,0.376,0.2,77.1,6.92
56,2015/8/27,11:21:40,-1.438,20.64,0.411,0.376,0.2,77.1,6.92
56,2015/8/27,11:21:40,-1.466,20.63,0.41,0.376,0.2,74.6,6.69
56,2015/8/27,11:21:41,-1.514,20.63,0.412,0.378,0.2,74.6,6.69
56,2015/8/27,11:21:41,-1.539,20.63,0.411,0.377,0.2,74.6,6.69
56,2015/8/27,11:21:42,-1.56,20.62,0.413,0.378,0.2,74.6,6.69
56,2015/8/27,11:21:42,-1.578,20.62,0.445,0.408,0.21,74.6,6.69
56,2015/8/27,11:21:43,-1.586,20.62,0.452,0.414,0.22,74.6,6.69
56,2015/8/27,11:21:43,-1.596,20.62,0.479,0.438,0.23,74.6,6.69
56,2015/8/27,11:21:44,-1.6,20.61,0.471,0.431,0.23,74.6,6.69
56,2015/8/27,11:21:44,-1.6,20.61,0.497,0.455,0.24,72.4,6.5
56,2015/8/27,11:21:45,-1.6,20.6,0.499,0.457,0.24,72.4,6.5
56,2015/8/27,11:21:45,-1.604,20.59,0.501,0.459,0.24,72.4,6.5
56,2015/8/27,11:21:46,-1.607,20.59,0.499,0.457,0.24,72.4,6.5
56,2015/8/27,11:21:46,-1.611,20.59,0.499,0.457,0.24,72.4,6.5
68,2015/9/8,9:40:28,0.067,25,0.381,0.381,0.18,114.9,9.48
68,2015/9/8,9:40:29,0.065,25,0.381,0.381,0.18,114.8,9.48
68,2015/9/8,9:40:30,-0.014,25.01,0.381,0.381,0.18,114.8,9.48
68,2015/9/8,9:40:30,-0.052,25.01,0.381,0.381,0.18,114.8,9.48
68,2015/9/8,9:40:31,-0.108,25.01,0.381,0.381,0.18,114.8,9.48
68,2015/9/8,9:40:31,-0.149,25.01,0.38,0.38,0.18,120,9.91
68,2015/9/8,9:40:32,-0.21,25.01,0.38,0.38,0.18,120,9.91
68,2015/9/8,9:40:32,-0.256,25,0.381,0.381,0.18,120.1,9.91
68,2015/9/8,9:40:33,-0.279,24.99,0.381,0.381,0.18,120.1,9.91
68,2015/9/8,9:40:33,-0.278,24.98,0.381,0.38,0.18,120.1,9.92
68,2015/9/8,9:40:34,-0.378,24.98,0.38,0.38,0.18,120.1,9.92
68,2015/9/8,9:40:34,-0.388,24.97,0.38,0.38,0.18,120.1,9.92
68,2015/9/8,9:40:35,-0.414,24.95,0.381,0.381,0.18,120.1,9.92
68,2015/9/8,9:40:35,-0.484,24.95,0.379,0.379,0.18,123.2,10.18
68,2015/9/8,9:40:36,-0.532,24.94,0.38,0.38,0.18,123.2,10.18
68,2015/9/8,9:40:36,-0.567,24.92,0.382,0.381,0.18,123.2,10.19
68,2015/9/8,9:40:37,-0.593,24.91,0.382,0.381,0.18,123.3,10.19
68,2015/9/8,9:40:37,-0.606,24.9,0.384,0.383,0.18,123.3,10.19
68,2015/9/8,9:40:38,-0.629,24.89,0.384,0.383,0.18,123.3,10.2
68,2015/9/8,9:40:38,-0.652,24.87,0.385,0.384,0.18,123.3,10.2
68,2015/9/8,9:40:39,-0.661,24.86,0.385,0.384,0.18,123.3,10.21
68,2015/9/8,9:40:39,-0.715,24.84,0.386,0.385,0.18,126.5,10.47
68,2015/9/8,9:40:40,-0.78,24.81,0.391,0.39,0.19,126.5,10.48
68,2015/9/8,9:40:40,-0.774,24.78,0.39,0.388,0.19,126.6,10.49
68,2015/9/8,9:40:41,-0.807,24.74,0.391,0.389,0.19,126.6,10.5
68,2015/9/8,9:40:41,-0.904,24.71,0.4,0.398,0.19,126.7,10.51
68,2015/9/8,9:40:42,-1,24.67,0.402,0.399,0.19,126.7,10.52
68,2015/9/8,9:40:42,-1.076,24.61,0.402,0.399,0.19,126.8,10.54
68,2015/9/8,9:40:43,-1.151,24.54,0.407,0.403,0.19,126.9,10.57
68,2015/9/8,9:40:43,-1.202,24.44,0.41,0.405,0.2,129.7,10.82
68,2015/9/8,9:40:44,-1.204,24.34,0.414,0.409,0.2,129.8,10.85
68,2015/9/8,9:40:44,-1.241,24.23,0.416,0.41,0.2,130,10.88
68,2015/9/8,9:40:45,-1.303,24.13,0.426,0.419,0.2,130.1,10.92
68,2015/9/8,9:40:45,-1.367,24.01,0.425,0.417,0.2,130.3,10.95
68,2015/9/8,9:40:46,-1.441,23.89,0.429,0.42,0.21,130.5,10.99
68,2015/9/8,9:40:46,-1.506,23.75,0.436,0.425,0.21,130.7,11.04
68,2015/9/8,9:40:47,-1.523,23.57,0.454,0.441,0.22,130.9,11.1
68,2015/9/8,9:40:47,-1.548,23.4,0.458,0.444,0.22,130.8,11.13
68,2015/9/8,9:40:48,-1.558,23.24,0.464,0.449,0.22,131.1,11.18
68,2015/9/8,9:40:48,-1.569,23.08,0.469,0.452,0.23,131.3,11.23
68,2015/9/8,9:40:49,-1.578,22.94,0.479,0.46,0.23,131.5,11.28
68,2015/9/8,9:40:49,-1.593,22.82,0.484,0.464,0.23,131.7,11.32
68,2015/9/8,9:40:50,-1.615,22.71,0.486,0.465,0.23,131.8,11.36
68,2015/9/8,9:40:50,-1.637,22.61,0.487,0.465,0.23,132,11.39
81,2015/9/21,11:07:26,0.015,18.49,0.409,0.358,0.2,100.9,9.45
81,2015/9/21,11:07:27,0.011,18.49,0.408,0.358,0.2,100.9,9.45
81,2015/9/21,11:07:27,-0.019,18.48,0.409,0.358,0.2,100.9,9.45
81,2015/9/21,11:07:28,-0.085,18.48,0.41,0.359,0.2,100.9,9.45
81,2015/9/21,11:07:28,-0.161,18.49,0.41,0.359,0.2,100.9,9.45
81,2015/9/21,11:07:29,-0.194,18.49,0.408,0.357,0.2,100.9,9.45
81,2015/9/21,11:07:29,-0.246,18.5,0.409,0.358,0.2,100.9,9.45
81,2015/9/21,11:07:30,-0.281,18.51,0.41,0.359,0.2,100.9,9.44
81,2015/9/21,11:07:30,-0.29,18.52,0.41,0.359,0.2,100.9,9.44
81,2015/9/21,11:07:31,-0.392,18.52,0.409,0.359,0.2,100.9,9.44
81,2015/9/21,11:07:31,-0.492,18.53,0.409,0.359,0.2,100.9,9.44
81,2015/9/21,11:07:32,-0.568,18.54,0.41,0.359,0.2,101.8,9.52
81,2015/9/21,11:07:32,-0.672,18.55,0.41,0.36,0.2,101.8,9.52
81,2015/9/21,11:07:33,-0.753,18.55,0.408,0.358,0.2,101.8,9.52
81,2015/9/21,11:07:33,-0.832,18.55,0.409,0.358,0.2,101.8,9.52
81,2015/9/21,11:07:34,-0.844,18.56,0.409,0.359,0.2,101.8,9.52
81,2015/9/21,11:07:34,-0.889,18.56,0.41,0.36,0.2,101.8,9.52
81,2015/9/21,11:07:35,-0.959,18.56,0.41,0.36,0.2,101.8,9.52
81,2015/9/21,11:07:35,-1.014,18.56,0.409,0.359,0.2,101.8,9.52
81,2015/9/21,11:07:36,-1.094,18.56,0.41,0.36,0.2,102.5,9.59
81,2015/9/21,11:07:36,-1.136,18.56,0.409,0.358,0.2,102.5,9.59
81,2015/9/21,11:07:37,-1.165,18.57,0.406,0.356,0.2,102.5,9.59
