days,date,time ,depth,temp,spCond,Cond,Salinity,DO%,DO.Conc
32,2015/8/3,9:15:10,0.115,23.62,0.438,0.426,0.21,82.6,7
32,2015/8/3,9:15:11,0.049,23.62,0.437,0.425,0.21,82.6,7
32,2015/8/3,9:15:11,0.027,23.62,0.437,0.425,0.21,84.6,7.16
32,2015/8/3,9:15:12,-0.079,23.62,0.437,0.425,0.21,84.6,7.16
32,2015/8/3,9:15:12,-0.134,23.62,0.44,0.428,0.21,84.6,7.16
32,2015/8/3,9:15:13,-0.164,23.62,0.436,0.425,0.21,84.6,7.16
32,2015/8/3,9:15:13,-0.235,23.62,0.437,0.425,0.21,84.6,7.16
32,2015/8/3,9:15:14,-0.297,23.62,0.437,0.425,0.21,84.6,7.16
32,2015/8/3,9:15:14,-0.381,23.61,0.437,0.425,0.21,84.6,7.17
32,2015/8/3,9:15:15,-0.401,23.61,0.437,0.426,0.21,94.6,8.01
32,2015/8/3,9:15:16,-0.42,23.6,0.437,0.425,0.21,94.6,8.01
32,2015/8/3,9:15:16,-0.484,23.59,0.439,0.427,0.21,94.6,8.02
32,2015/8/3,9:15:17,-0.516,23.59,0.437,0.425,0.21,94.6,8.02
32,2015/8/3,9:15:18,-0.615,23.58,0.437,0.425,0.21,94.6,8.02
32,2015/8/3,9:15:18,-0.679,23.57,0.437,0.425,0.21,94.6,8.02
32,2015/8/3,9:15:19,-0.719,23.57,0.437,0.425,0.21,94.6,8.02
32,2015/8/3,9:15:19,-0.757,23.56,0.437,0.425,0.21,102.2,8.66
32,2015/8/3,9:15:20,-0.797,23.56,0.439,0.427,0.21,102.2,8.66
32,2015/8/3,9:15:21,-0.869,23.55,0.438,0.426,0.21,102.2,8.66
32,2015/8/3,9:15:21,-0.925,23.55,0.437,0.425,0.21,102.2,8.66
32,2015/8/3,9:15:22,-0.971,23.54,0.437,0.425,0.21,102.2,8.67
32,2015/8/3,9:15:23,-1.153,23.53,0.437,0.425,0.21,102.2,8.67
32,2015/8/3,9:15:23,-1.2,23.5,0.439,0.426,0.21,106.7,9.05
32,2015/8/3,9:15:24,-1.264,23.48,0.439,0.426,0.21,106.7,9.06
32,2015/8/3,9:15:24,-1.286,23.44,0.442,0.429,0.21,106.7,9.07
32,2015/8/3,9:15:25,-1.362,23.33,0.448,0.433,0.21,106.9,9.1
32,2015/8/3,9:15:26,-1.397,23.27,0.448,0.433,0.21,106.9,9.12
32,2015/8/3,9:15:26,-1.428,23.19,0.45,0.435,0.22,107,9.14
32,2015/8/3,9:15:27,-1.443,23.1,0.454,0.437,0.22,107.1,9.16
32,2015/8/3,9:15:28,-1.468,22.93,0.457,0.439,0.22,109.6,9.4
32,2015/8/3,9:15:28,-1.475,22.82,0.461,0.442,0.22,109.7,9.43
32,2015/8/3,9:15:29,-1.479,22.71,0.461,0.441,0.22,109.8,9.46
32,2015/8/3,9:15:29,-1.485,22.6,0.463,0.442,0.22,110,9.49
32,2015/8/3,9:15:30,-1.488,22.51,0.464,0.442,0.22,110.1,9.52
32,2015/8/3,9:15:30,-1.491,22.42,0.465,0.442,0.22,110.2,9.55
32,2015/8/3,9:15:31,-1.483,22.34,0.467,0.443,0.22,110.3,9.57
45,2015/8/16,11:30:38,-0.006,23.36,0.448,0.434,0.21,98.2,8.35
45,2015/8/16,11:30:39,-0.024,23.35,0.47,0.455,0.23,98.2,8.35
45,2015/8/16,11:30:39,-0.041,23.36,0.447,0.433,0.21,98.2,8.35
45,2015/8/16,11:30:40,-0.13,23.36,0.447,0.433,0.21,98.2,8.35
45,2015/8/16,11:30:40,-0.217,23.36,0.446,0.432,0.21,98.2,8.35
45,2015/8/16,11:30:41,-0.323,23.35,0.446,0.432,0.21,98.2,8.36
45,2015/8/16,11:30:41,-0.427,23.33,0.446,0.431,0.21,98.2,8.36
45,2015/8/16,11:30:42,-0.502,23.31,0.445,0.431,0.21,96.4,8.22
45,2015/8/16,11:30:43,-0.673,23.26,0.466,0.45,0.22,96.5,8.23
45,2015/8/16,11:30:43,-0.707,23.23,0.445,0.43,0.21,96.5,8.24
45,2015/8/16,11:30:44,-0.694,23.2,0.444,0.428,0.21,96.6,8.24
45,2015/8/16,11:30:44,-0.773,23.17,0.444,0.428,0.21,96.6,8.25
45,2015/8/16,11:30:45,-0.968,23.1,0.44,0.424,0.21,96.7,8.27
45,2015/8/16,11:30:46,-0.992,23.03,0.441,0.424,0.21,94.8,8.11
45,2015/8/16,11:30:46,-1.108,22.97,0.439,0.422,0.21,94.8,8.13
45,2015/8/16,11:30:47,-1.224,22.88,0.459,0.441,0.22,94.9,8.15
45,2015/8/16,11:30:47,-1.27,22.79,0.44,0.422,0.21,95,8.17
45,2015/8/16,11:30:48,-1.253,22.68,0.438,0.419,0.21,95.1,8.2
45,2015/8/16,11:30:48,-1.351,22.59,0.44,0.419,0.21,95.2,8.22
45,2015/8/16,11:30:49,-1.478,22.5,0.439,0.418,0.21,95.3,8.24
45,2015/8/16,11:30:49,-1.49,22.39,0.441,0.419,0.21,95.4,8.27
45,2015/8/16,11:30:50,-1.551,22.28,0.444,0.421,0.21,92.9,8.07
45,2015/8/16,11:30:50,-1.556,22.18,0.452,0.428,0.22,93,8.09
45,2015/8/16,11:30:51,-1.558,22.04,0.474,0.448,0.23,93.1,8.13
45,2015/8/16,11:30:51,-1.508,21.91,0.456,0.429,0.22,93.3,8.16
56,2015/8/27,13:44:42,-0.025,20.89,0.452,0.416,0.22,100.7,8.98
56,2015/8/27,13:44:43,-0.065,20.89,0.451,0.415,0.22,100.7,8.99
56,2015/8/27,13:44:43,-0.122,20.88,0.451,0.415,0.22,100.7,8.99
56,2015/8/27,13:44:44,-0.221,20.86,0.446,0.411,0.21,100.7,8.99
56,2015/8/27,13:44:44,-0.224,20.83,0.448,0.412,0.22,100.8,9
56,2015/8/27,13:44:45,-0.296,20.8,0.448,0.412,0.22,94.5,8.45
56,2015/8/27,13:44:45,-0.359,20.75,0.447,0.411,0.22,94.5,8.46
56,2015/8/27,13:44:46,-0.403,20.71,0.459,0.422,0.22,94.6,8.47
56,2015/8/27,13:44:46,-0.423,20.67,0.447,0.41,0.22,94.6,8.48
56,2015/8/27,13:44:47,-0.518,20.63,0.446,0.409,0.21,94.7,8.49
56,2015/8/27,13:44:47,-0.636,20.58,0.446,0.409,0.21,94.7,8.5
56,2015/8/27,13:44:48,-0.694,20.54,0.447,0.408,0.21,94.7,8.51
56,2015/8/27,13:44:48,-0.725,20.5,0.448,0.409,0.22,94.8,8.52
56,2015/8/27,13:44:49,-0.808,20.46,0.447,0.408,0.22,88.7,7.99
56,2015/8/27,13:44:49,-0.874,20.42,0.448,0.409,0.22,88.8,7.99
56,2015/8/27,13:44:50,-0.871,20.38,0.46,0.419,0.22,88.8,8
56,2015/8/27,13:44:50,-0.911,20.35,0.448,0.408,0.22,88.8,8.01
56,2015/8/27,13:44:51,-0.982,20.32,0.449,0.409,0.22,88.9,8.02
56,2015/8/27,13:44:51,-1.054,20.29,0.449,0.409,0.22,88.9,8.03
56,2015/8/27,13:44:52,-1.096,20.27,0.449,0.409,0.22,88.9,8.03
56,2015/8/27,13:44:52,-1.109,20.25,0.449,0.408,0.22,88.9,8.04
56,2015/8/27,13:44:53,-1.139,20.22,0.449,0.408,0.22,84,7.6
56,2015/8/27,13:44:53,-1.169,20.21,0.449,0.408,0.22,84,7.6
56,2015/8/27,13:44:54,-1.21,20.19,0.462,0.42,0.22,84,7.6
56,2015/8/27,13:44:54,-1.227,20.17,0.449,0.408,0.22,84.1,7.61
56,2015/8/27,13:44:55,-1.246,20.16,0.45,0.409,0.22,84.1,7.61
56,2015/8/27,13:44:55,-1.26,20.15,0.45,0.408,0.22,84.1,7.61
56,2015/8/27,13:44:56,-1.279,20.14,0.452,0.41,0.22,84.1,7.62
56,2015/8/27,13:44:56,-1.331,20.12,0.449,0.407,0.22,84.1,7.62
56,2015/8/27,13:44:57,-1.385,20.12,0.45,0.408,0.22,79.4,7.19
56,2015/8/27,13:44:57,-1.41,20.11,0.451,0.409,0.22,79.4,7.2
56,2015/8/27,13:44:58,-1.438,20.09,0.463,0.419,0.22,79.4,7.2
56,2015/8/27,13:44:58,-1.474,20.08,0.451,0.409,0.22,79.4,7.2
56,2015/8/27,13:44:59,-1.494,20.08,0.454,0.411,0.22,79.4,7.2
56,2015/8/27,13:44:59,-1.516,20.07,0.454,0.411,0.22,79.4,7.2
56,2015/8/27,13:45:00,-1.52,20.06,0.454,0.412,0.22,79.5,7.21
56,2015/8/27,13:45:00,-1.534,20.05,0.459,0.416,0.22,79.5,7.21
56,2015/8/27,13:45:01,-1.542,20.04,0.472,0.427,0.23,75.1,6.81
56,2015/8/27,13:45:01,-1.546,20.04,0.475,0.43,0.23,75.1,6.81
56,2015/8/27,13:45:02,-1.553,20.02,0.495,0.448,0.24,75.1,6.82
56,2015/8/27,13:45:02,-1.556,20.02,0.49,0.443,0.24,75.1,6.82
56,2015/8/27,13:45:03,-1.567,20.01,0.49,0.443,0.24,75.1,6.82
56,2015/8/27,13:45:03,-1.569,20,0.491,0.444,0.24,75.1,6.82
56,2015/8/27,13:45:04,-1.572,20,0.49,0.443,0.24,75.1,6.82
56,2015/8/27,13:45:04,-1.571,19.99,0.491,0.444,0.24,75.1,6.82
56,2015/8/27,13:45:05,-1.573,19.98,0.491,0.444,0.24,70.2,6.38
68,2015/9/8,11:46:48,0.061,25.55,0.444,0.448,0.21,130.7,10.68
68,2015/9/8,11:46:49,0.043,25.22,0.444,0.446,0.21,128.8,10.59
68,2015/9/8,11:46:50,-0.043,25.2,0.446,0.448,0.21,128.8,10.59
68,2015/9/8,11:46:51,-0.131,25.15,0.445,0.447,0.21,128.9,10.61
68,2015/9/8,11:46:52,-0.335,25.04,0.443,0.443,0.21,128.3,10.59
68,2015/9/8,11:46:53,-0.488,24.87,0.441,0.44,0.21,128.6,10.64
68,2015/9/8,11:46:54,-0.615,24.68,0.439,0.436,0.21,128.9,10.7
68,2015/9/8,11:46:55,-0.747,24.46,0.44,0.436,0.21,129.2,10.77
68,2015/9/8,11:46:56,-0.957,24.19,0.439,0.433,0.21,126.8,10.63
68,2015/9/8,11:46:57,-1.147,23.87,0.441,0.431,0.21,127.3,10.73
68,2015/9/8,11:46:58,-1.346,23.51,0.446,0.433,0.21,127.8,10.84
68,2015/9/8,11:46:59,-1.401,23.09,0.454,0.437,0.22,128.4,10.98
68,2015/9/8,11:47:00,-1.347,22.7,0.461,0.441,0.22,126,10.86
81,2015/9/21,12:58:15,-0.036,18.11,0.442,0.384,0.21,132.4,12.49
81,2015/9/21,12:58:16,-0.069,18.1,0.442,0.383,0.21,132.4,12.5
81,2015/9/21,12:58:16,-0.118,18.1,0.442,0.383,0.21,132.5,12.5
81,2015/9/21,12:58:17,-0.15,18.08,0.441,0.383,0.21,132.7,12.52
81,2015/9/21,12:58:17,-0.186,18.07,0.442,0.384,0.21,132.7,12.53
81,2015/9/21,12:58:18,-0.226,18.06,0.441,0.382,0.21,132.7,12.54
81,2015/9/21,12:58:18,-0.243,18.04,0.442,0.383,0.21,132.7,12.54
81,2015/9/21,12:58:19,-0.29,18.03,0.441,0.383,0.21,132.8,12.55
81,2015/9/21,12:58:19,-0.328,18.02,0.442,0.383,0.21,132.8,12.55
81,2015/9/21,12:58:20,-0.384,18.01,0.441,0.382,0.21,132.8,12.55
81,2015/9/21,12:58:20,-0.425,17.99,0.441,0.382,0.21,132.8,12.56
81,2015/9/21,12:58:21,-0.495,17.98,0.442,0.382,0.21,132.6,12.54
81,2015/9/21,12:58:21,-0.529,17.97,0.442,0.382,0.21,132.6,12.54
81,2015/9/21,12:58:22,-0.571,17.96,0.442,0.382,0.21,132.6,12.55
81,2015/9/21,12:58:22,-0.602,17.95,0.442,0.382,0.21,132.6,12.55
81,2015/9/21,12:58:23,-0.62,17.94,0.441,0.382,0.21,132.6,12.56
81,2015/9/21,12:58:23,-0.646,17.93,0.442,0.382,0.21,132.7,12.56
81,2015/9/21,12:58:24,-0.68,17.92,0.442,0.382,0.21,132.7,12.56
81,2015/9/21,12:58:24,-0.699,17.92,0.442,0.382,0.21,132.7,12.57
81,2015/9/21,12:58:25,-0.741,17.91,0.442,0.382,0.21,132,12.51
81,2015/9/21,12:58:25,-0.769,17.9,0.441,0.381,0.21,132,12.51
81,2015/9/21,12:58:26,-0.808,17.89,0.442,0.382,0.21,132.1,12.52
81,2015/9/21,12:58:26,-0.823,17.88,0.442,0.382,0.21,132.1,12.52
81,2015/9/21,12:58:27,-0.807,17.88,0.442,0.382,0.21,132.1,12.52
81,2015/9/21,12:58:27,-0.815,17.87,0.442,0.381,0.21,132.1,12.52
81,2015/9/21,12:58:28,-0.812,17.86,0.442,0.382,0.21,132.1,12.52
81,2015/9/21,12:58:28,-0.866,17.86,0.443,0.382,0.21,132.1,12.53
81,2015/9/21,12:58:29,-0.925,17.85,0.442,0.382,0.21,131.3,12.45
81,2015/9/21,12:58:29,-0.946,17.85,0.441,0.381,0.21,131.3,12.45
81,2015/9/21,12:58:30,-0.978,17.84,0.442,0.381,0.21,131.3,12.46
81,2015/9/21,12:58:30,-1.016,17.83,0.442,0.382,0.21,131.3,12.46
81,2015/9/21,12:58:31,-1.059,17.83,0.442,0.382,0.21,131.3,12.46
81,2015/9/21,12:58:31,-1.077,17.83,0.443,0.382,0.21,131.3,12.46
81,2015/9/21,12:58:32,-1.063,17.82,0.442,0.381,0.21,131.3,12.46
81,2015/9/21,12:58:32,-1.101,17.82,0.442,0.381,0.21,131.3,12.46
81,2015/9/21,12:58:33,-1.134,17.82,0.443,0.382,0.21,129.8,12.32
81,2015/9/21,12:58:33,-1.146,17.81,0.443,0.382,0.21,129.8,12.32
81,2015/9/21,12:58:34,-1.157,17.81,0.443,0.382,0.21,129.8,12.33
81,2015/9/21,12:58:34,-1.17,17.8,0.443,0.382,0.21,129.8,12.33
81,2015/9/21,12:58:35,-1.173,17.8,0.442,0.381,0.21,129.8,12.33
81,2015/9/21,12:58:35,-1.184,17.8,0.442,0.381,0.21,129.8,12.33
81,2015/9/21,12:58:36,-1.199,17.8,0.443,0.382,0.21,129.8,12.33
81,2015/9/21,12:58:36,-1.222,17.79,0.443,0.382,0.21,129.9,12.33
81,2015/9/21,12:58:37,-1.275,17.79,0.442,0.381,0.21,128.3,12.18
81,2015/9/21,12:58:37,-1.303,17.79,0.442,0.381,0.21,128.3,12.18
81,2015/9/21,12:58:38,-1.34,17.79,0.442,0.381,0.21,128.3,12.18
81,2015/9/21,12:58:38,-1.354,17.78,0.443,0.382,0.21,128.3,12.19
81,2015/9/21,12:58:39,-1.381,17.78,0.442,0.381,0.21,128.3,12.19
81,2015/9/21,12:58:39,-1.412,17.78,0.443,0.382,0.21,128.3,12.18
81,2015/9/21,12:58:40,-1.422,17.78,0.443,0.382,0.21,128.3,12.19
81,2015/9/21,12:58:40,-1.454,17.78,0.442,0.381,0.21,128.3,12.19
81,2015/9/21,12:58:41,-1.461,17.77,0.443,0.382,0.21,126.2,11.99
81,2015/9/21,12:58:41,-1.464,17.78,0.443,0.381,0.21,126.2,11.99
