strain,rep,treat.env,treat.bio,mixID,dilution,AA.mM,sucrose,timepoint,count,exp,validity,notes
Sb,1,constant,comp,Mk.Sb,50,2.105,10,528,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,10,528,260,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,10,528,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,10,528,202,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,10,528,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,10,528,254,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,10,528,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,10,528,204,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,30,528,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,30,528,1088,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,30,528,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,30,528,1184,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,30,528,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,30,528,1152,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,30,528,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,30,528,1200,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,50,528,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,50,528,464,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,50,528,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,50,528,816,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,50,528,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,50,528,1072,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,50,528,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,50,528,728,comp2,YES,
Mr,1,variable,comp,Mr.Sb,50,2.105,10,528,72,comp2,YES,
Sb,1,variable,comp,Mr.Sb,50,2.105,10,528,0,comp2,YES,
Mr,2,variable,comp,Mr.Sb,50,2.105,10,528,91,comp2,YES,
Sb,2,variable,comp,Mr.Sb,50,2.105,10,528,0,comp2,YES,
Mr,3,variable,comp,Mr.Sb,50,2.105,10,528,44,comp2,YES,
Sb,3,variable,comp,Mr.Sb,50,2.105,10,528,0,comp2,YES,
Mr,4,variable,comp,Mr.Sb,50,2.105,10,528,41,comp2,YES,
Sb,4,variable,comp,Mr.Sb,50,2.105,10,528,0,comp2,YES,
Mg,1,variable,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mk,1,variable,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mg,2,variable,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mk,2,variable,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mg,3,variable,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mk,3,variable,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mg,4,variable,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mk,4,variable,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mr,1,variable,mono,Mr,50,2.105,10,528,40,comp2,YES,
Mr,2,variable,mono,Mr,50,2.105,10,528,54,comp2,YES,
Mr,3,variable,mono,Mr,50,2.105,10,528,43,comp2,YES,
Mr,4,variable,mono,Mr,50,2.105,10,528,75,comp2,YES,
Mr,1,variable,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mg,1,variable,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mr,2,variable,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mg,2,variable,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mr,3,variable,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mg,3,variable,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mr,4,variable,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mg,4,variable,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mk,1,variable,comp,Mk.Sb,50,2.105,10,528,75,comp2,YES,
Sb,1,variable,comp,Mk.Sb,50,2.105,10,528,0,comp2,YES,
Mk,2,variable,comp,Mk.Sb,50,2.105,10,528,132,comp2,YES,
Sb,2,variable,comp,Mk.Sb,50,2.105,10,528,0,comp2,YES,
Mk,3,variable,comp,Mk.Sb,50,2.105,10,528,154,comp2,YES,
Sb,3,variable,comp,Mk.Sb,50,2.105,10,528,0,comp2,YES,
Mk,4,variable,comp,Mk.Sb,50,2.105,10,528,130,comp2,YES,
Sb,4,variable,comp,Mk.Sb,50,2.105,10,528,0,comp2,YES,
Mk,1,variable,mono,Mk,50,2.105,10,528,134,comp2,YES,
Mk,2,variable,mono,Mk,50,2.105,10,528,84,comp2,YES,
Mk,3,variable,mono,Mk,50,2.105,10,528,93,comp2,YES,
Mk,4,variable,mono,Mk,50,2.105,10,528,188,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,10,576,576,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,10,576,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,10,576,416,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,10,576,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,10,576,232,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,10,576,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,10,576,296,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,10,576,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,30,576,872,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,30,576,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,30,576,608,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,30,576,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,30,576,760,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,30,576,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,30,576,780,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,30,576,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,50,576,1464,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,50,576,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,50,576,1168,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,50,576,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,50,576,1464,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,50,576,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,50,576,1872,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,50,576,0,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,10,576,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,10,576,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,10,576,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,10,576,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,10,576,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,10,576,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,10,576,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,10,576,,comp2,NO,
Mg,1,constant,comp,Mg.Mk,50,2.105,30,576,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,30,576,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,30,576,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,30,576,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,30,576,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,30,576,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,30,576,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,30,576,,comp2,NO,
Mg,1,constant,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,10,576,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,10,576,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,10,576,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,10,576,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,10,576,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,10,576,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,10,576,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,10,576,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,30,576,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,30,576,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,30,576,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,30,576,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,30,576,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,30,576,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,30,576,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,30,576,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Sb,1,constant,comp,Mk.Sb,50,2.105,10,576,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,10,576,184,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,10,576,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,10,576,264,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,10,576,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,10,576,192,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,10,576,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,10,576,228,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,30,576,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,30,576,1200,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,30,576,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,30,576,1208,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,30,576,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,30,576,1376,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,30,576,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,30,576,1296,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,50,576,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,50,576,816,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,50,576,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,50,576,1792,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,50,576,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,50,576,1488,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,50,576,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,50,576,1648,comp2,YES,
Mr,1,variable,comp,Mr.Sb,50,2.105,50,576,1296,comp2,YES,
Sb,1,variable,comp,Mr.Sb,50,2.105,50,576,0,comp2,YES,
Mr,2,variable,comp,Mr.Sb,50,2.105,50,576,672,comp2,YES,
Sb,2,variable,comp,Mr.Sb,50,2.105,50,576,0,comp2,YES,
Mr,3,variable,comp,Mr.Sb,50,2.105,50,576,1120,comp2,YES,
Sb,3,variable,comp,Mr.Sb,50,2.105,50,576,0,comp2,YES,
Mr,4,variable,comp,Mr.Sb,50,2.105,50,576,576,comp2,YES,
Sb,4,variable,comp,Mr.Sb,50,2.105,50,576,0,comp2,YES,
Mg,1,variable,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mk,1,variable,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mg,2,variable,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mk,2,variable,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mg,3,variable,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mk,3,variable,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mg,4,variable,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mk,4,variable,comp,Mg.Mk,50,2.105,50,576,,comp2,NO,
Mr,1,variable,mono,Mr,50,2.105,50,576,544,comp2,YES,
Mr,2,variable,mono,Mr,50,2.105,50,576,1024,comp2,YES,
Mr,3,variable,mono,Mr,50,2.105,50,576,1008,comp2,YES,
Mr,4,variable,mono,Mr,50,2.105,50,576,4544,comp2,YES,
Mr,1,variable,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mg,1,variable,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mr,2,variable,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mg,2,variable,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mr,3,variable,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mg,3,variable,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mr,4,variable,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mg,4,variable,comp,Mr.Mg,50,2.105,50,576,,comp2,NO,
Mk,1,variable,comp,Mk.Sb,50,2.105,50,576,158,comp2,YES,
Sb,1,variable,comp,Mk.Sb,50,2.105,50,576,0,comp2,YES,
Mk,2,variable,comp,Mk.Sb,50,2.105,50,576,182,comp2,YES,
Sb,2,variable,comp,Mk.Sb,50,2.105,50,576,0,comp2,YES,
Mk,3,variable,comp,Mk.Sb,50,2.105,50,576,164,comp2,YES,
Sb,3,variable,comp,Mk.Sb,50,2.105,50,576,0,comp2,YES,
Mk,4,variable,comp,Mk.Sb,50,2.105,50,576,168,comp2,YES,
Sb,4,variable,comp,Mk.Sb,50,2.105,50,576,0,comp2,YES,
Mk,1,variable,mono,Mk,50,2.105,50,576,194,comp2,YES,
Mk,2,variable,mono,Mk,50,2.105,50,576,68,comp2,YES,
Mk,3,variable,mono,Mk,50,2.105,50,576,144,comp2,YES,
Mk,4,variable,mono,Mk,50,2.105,50,576,184,comp2,YES,
