97.7,7.15 
45.6,6.33 
71.05,7.09 
96,9.87 
60.05,8.13 
83.05,6.80 
100,14.59 
75.6,20.63 
60.4,13.79 
50.25,15.89 
27.55,18.44 
24.15,8.20 
27.25,9.31 
85.1,4.78 
96.5,3.06 
2.8,3.22 
3.8,4.08 
12.1,10.28 
12.6,8.36 
98.95,6.98 
86.2,4.06 
38.75,9.88 
31.2,5.55 
32.4,8.35 
24.3,6.02 
31.2,4.81 
30.95,5.31 
32.15,2.24 
93.4,4.66 
92.75,5.40 
19.55,15.16 
22.25,8.90 
30.2,20.58 
100,24.61 
100,46.90 
