202L,74.87686228,117.1627607,166.1519321,118.7579778,295.018252,71.93198019,19.33252069
219L,367.2301302,244.190497,544.935998,465.6688378,428.1715054,714.4619234,440.0852825
204M,109.6508371,76.63377688,69.29853361,108.5560391,30.68516614,56.93751014,29.8707071
218M,238.5622966,80.29795383,160.9384465,287.4004122,176.6860527,294.3857067,447.8270748
203H,351.5178362,359.0820677,260.9234755,166.2438478,41.64485395,12.20844764,55.27984519
217H,621.4765113,402.9374199,332.9421151,212.7292113,171.8017954,83.95774347,239.163697
