202L,0.8414328,0.4360936,0.5157936,0.5614375,0.764986,0.652468,0.851875
219L,0.9678552,0.908,1.1642505,0.983726,0.860813,1.004023,1.271727
204M,0.7121016,0.6871272,0.7963385,0.688493,0.75169,0.40279,0.794975
218M,0.9617368,0.6746136,0.593296,0.625814,0.965578,0.394568,1.130357
203H,1.1704912,0.8506624,0.9292448,1.034281,1.426366,1.351786,1.793317
217H,0.7048376,0.6022536,0.6048455,0.525617,0.651851,0.599494,0.561111
