Sample,Station,Date,Month,Latitude,Longitude,SST,SSS,Acartia (Acanthacartia) fossae,Acartia (Acanthacartia) sinjiensis,Acartia (Acanthacartia) tonsa,Acartia (Acartiura) clausi,Acartia (Acartiura) simplex,Acartia (Acartiura) tranteri,Acartia (Arcartia) danae,Acartia (Arcartia) negligens,Acartia (Odontacartia) australis,Acartia (Odontacartia) pacifica,Acartia (Odontacartia) pacifica mertoni,Acrocalanus gibber,Acrocalanus gracilis,Acrocalanus longicornis,Acrocalanus monachus,Aetideus acutus,Agetus flaccus,Agetus limbatus,Agetus typicus,Bestiolina similis,Calanoides carinatus,Calanopia aurivilli,Calanopia elliptica,Calanopia minor,Calanus australis,Calocalanus contractus,Calocalanus pavo,Calocalanus plumulosus,Calocalanus styleremis,Calocalanus styliremis,Calocalanus tenuis,Candacia bipinnata,Candacia bradyi,Candacia catula,Candacia cheirura,Candacia discaudata,Candacia ethiopica,Candacia simplex,Candacia truncata,Candacia worthingtoni,Canthocalanus pauper,Centropages australiensis,Centropages bradyi,Centropages furcatus,Centropages orsinii,Clausocalanus arcuicornis,Clausocalanus brevipes,Clausocalanus farrani/jobei,Clausocalanus furcatus,Clausocalanus ingens,Clausocalanus mastigophorus,Clausocalanus minor,Clausocalanus parapergens,Clausocalanus paululus,Clausocalanus pergens,Clytemnestra scutellata,Copilia hendorffi,Copilia mirabilis,Corycaeus clausi,Corycaeus crassiusculus,Corycaeus speciosus,Corycaeus vitreus,Cosmocalanus darwinii,Ctenocalanus vanus,Delibus nudus,Dioithona oculata,Ditrichocorycaeus andrewsi,Ditrichocorycaeus anglicus,Ditrichocorycaeus asiaticus,Ditrichocorycaeus aucklandicus,Ditrichocorycaeus dahli,Ditrichocorycaeus erythraeus,Ditrichocorycaeus lubbocki,Ditrichocorycaeus minimus,Ditrichocorycaeus subtilis,Eucalanus hyalinus,Euchaeta concinna,Euchaeta indica,Euchaeta longicornis,Euchaeta marina,Euchaeta marinella,Euchaeta rimana,Euchirella rostrata,Euchirella rostromagna,Euterpina acutifrons,Farranula carinata,Farranula concinna,Farranula curta,Farranula gibbula,Farranula gracilis,Farranula rostrata,Gladioferens inermis,Haloptilus longicornis,Heterorhabdus lobatus,Heterorhabdus papilliger,Labidocera acuta,Labidocera cervi,Labidocera farrani,Labidocera minuta,Lubbockia squillimana,Lucicutia flavicornis,Lucicutia gaussae,Macrosetella gracilis,Mecynocera clausi,Mesocalanus tenuicornis,Metacalanus aurivillii,Microsetella norvegica,Microsetella rosea,Nannocalanus minor,Neocalanus gracilis,Neocalanus tonsus,Oculosetella gracilis,Oithona atlantica,Oithona attenuata,Oithona australis,Oithona brevicornis,Oithona decipiens/similis,Oithona fallax,Oithona grp 1,Oithona grp 3,Oithona grp 4,Oithona longispina,Oithona nana,Oithona plumifera,Oithona rigida,Oithona setigera,Oithona simplex,Oithona tenuis,Oncaea clevei,Oncaea media,Oncaea mediterranea,Oncaea paraclevei,Oncaea scottodicarloi,Oncaea venusta,Oncaea vodjanitskii complex,Oncaea waldemari,Oncaea zernovi,Onychocorycaeus agilis,Onychocorycaeus catus,Onychocorycaeus giesbrechti,Onychocorycaeus latus,Onychocorycaeus pacificus,Onychocorycaeus pumilus,Paracalanus aculeatus,Paracalanus indicus,Paracalanus parvus,Pareucalanus attenuatus,Pareucalanus sewelli,Parundinella dakini,Parvocalanus crassirostris,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pleuromamma quadrungulata,Pontellopsis krameri,Pseudodiaptomus aurivillii,Pseudodiaptomus mertoni,Rhincalanus cornutus,Rhincalanus nasutus,Rhincalanus rostrifrons,Sapphirina angusta,Sapphirina nigromaculata,Sapphirina opalina,Sapphirina scarlata,Sapphirina stellata,Scolecithrix danae,Stephos maculosus,Subeucalanus crassus,Subeucalanus longiceps,Subeucalanus pileatus,Subeucalanus subcrassus,Subeucalanus subtenuis,Temora discaudata,Temora stylifera,Temora turbinata,Temoropia mayumbaensis,Tortanus barbatus,Triconia conifera,Triconia dentipes,Undinula vulgaris,Urocorycaeus lautus,Urocorycaeus longistylis
3089,Esperance,25/07/13,7,-33.93,121.85,10.82555593,35.22048504,11.2283,0,0,0,2.2457,0,2.2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4914,0,0,0,0,2.2457,0,4.4913,4.4913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4913,0,0,0,6.737,0,4.4913,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0184,0,0,2.2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4739,0,0,0,0,0,2.2457,0,0,6.737,0,0,2.2457,0,2.2457,44.913,13.4739,4.4913,0,2.2457,2.2457,2.2457,0,0,0,0,2.2457,0,8.9826,2.2457,0,4.4913,0,0,0,0,0,22.4566,2.2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9304,0,0,0,0,0,0,0
1251,Kangaroo Island,21/11/10,11,-35.83,136.45,15.41708878,35.18801599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5441,0,0,0,1.0883,0.5441,0,0,0,0,0,0,0,0,0,0.2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5441,0,0,0,0.2721,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4486,0,0,0,0,0.8162,0,0,0,0,5.4413,0,0,0,1.0883,0,0,0,0,0,0,0,0,3.2648,0,0,1.6324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,Kangaroo Island,14/12/10,12,-35.83,136.45,18.04801074,34.90472282,0,0,0,0,0,14.1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,0,0,0,0,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3789,0,0,0,0,7.0736,0,0,0,0,3.5368,0,0,0,5.3052,0,0,0,0,0,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5368,0,0,0,0,0,0,0
1310,Kangaroo Island,23/02/11,2,-35.83,136.45,21.5994053,35.88292997,0,0,0,0,0,0.8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8905,0,0,0,0,0,0.9726,0.0884,0,0,2.4758,0,0,0,0,0,0,0.0884,0,0,0,0,0.6189,0,0,0,0,0,0,0,0,0,0,0.0884,0,0,0,0,0.1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1768,0,0,0,0,0,0,0
1311,Kangaroo Island,20/03/11,3,-35.83,136.45,18.64742154,35.76059846,0,0,0,0,0,5.7875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3215,0,0,0,0,0,0,0,0,0,0,0,0.3215,0,0,0,0,0,0,0,0,0,0.3215,0,0,0,0,0,0,0.3215,0,0,0,0,0,0,0,0,0,0,0,0,0,16.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6076,0,0,0,6.7521,1.2861,0.3215,0,0,0,0.6431,0,0,0,2.8938,0,0,0,0,0,0,0.3215,0,0,0,0,1.2861,0,0,0,0.3215,0,0,0,0,0,0,0,0,0,0,0,1.6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9292,0,0,0,0,0,0.3215,0
1312,Kangaroo Island,28/04/11,4,-35.83,136.45,13.64237421,34.55471023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354,0,0,0,0.0354,0,0,0,0.0354,0,0,0.1061,0,0,0,0,0,0,0,0,0,0.0354,0,0,0,0,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6976,0.0354,0.0354,0,0,0,0,0,0,0,0.2829,0,0,0,0,0.0354,0.7074,0,0,0.0707,0,0,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0,0,0,0,0,0,0
1366,Kangaroo Island,19/07/11,7,-35.83,136.45,5.21729519,34.27026037,0,0,0,0,0,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5368,0,0,0,0,0,3.5368,0,0,0,0,0,0,0,0,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8314,3.5368,0,0,0,0,0,0,0,0,77.81,0,0,0,0,0,10.6105,0,0,0,3.5368,0,7.0736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5368,0,0,0,0,0,0,0
1367,Kangaroo Island,26/10/11,10,-35.83,136.45,11.6252813,36.06728118,0,0,0,0,0,1.4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4147,0,0,0,0,0,0,0,0,0,2.8295,0,0,0,0,0,0,9.9031,0,0,0,0,0,1.4147,0,0,0,0,0,1.4147,0,0,1.4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4147,0,0,0,0,0,1.4147,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4147,0,55.1744,1.4147,0,0,0,0,0,2.8295,0,0,12.7325,0,0,0,0,0,0,0,4.2442,0,0,0,0,1.4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1472,0,0,0,0,0,0,0,0,1.4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8295,0,0,0,0,0,0,0
1368,Kangaroo Island,15/11/11,11,-35.83,136.45,18.00560232,34.92909807,0,0,0,0,0,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0611,0,0,0,0,0,0,0.7074,0,0,0,0,0,0.7074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7074,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9516,0,0,0,0,0,1.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1599,0.3537,0,0,0,0,0.7074,0,0,0,8.1347,0,0,0,0,0,2.1221,0,2.4758,0,0,0,0,3.5368,0,0,1.061,1.061,0,0,0,0.3537,0,0,0,0,0,0,5.6589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7074,0,0,0,0,0,0,0
1413,Kangaroo Island,20/12/11,12,-35.83,136.45,18.26569159,34.85728793,0,0,0,0,0,1.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0315,1.0105,0,0,0,0,0,2.021,0,0,0,0,0,0,0,0,2.021,0,0,0,0,0,0,2.021,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1578,8.0842,0,0,0,0,0,0,0,0,10.1052,0,0,0,0,0,1.0105,0,0,2.021,2.021,0,0,11.1157,0,0,1.0105,0,0,0,0,0,0,0,0,0,0,0,1.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.021,0,0,0,0,0,0,0
1414,Kangaroo Island,17/01/12,1,-35.83,136.45,20.64226439,34.66649827,0,0,0,0,0,2.1221,0,1.4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4147,0,4.2442,3.5368,0,0.7074,0,0,0,0,1.4148,0,0,0,0,0,0,0,1.4147,0,0,0,0,0,0,0.7074,0,1.4147,0,0,0,0,0,0,0,0,0,0,0,15.562,0,0,0,0,0,0.7074,0,0,0,0,0,0,0,0,0,0,0,0,0.7074,0,0,29.7093,0.7074,0,0,0,0,2.1221,0,0,0,16.9767,0,0,0,0,0,2.1221,8.4884,0,1.4147,0.7074,0,0,3.5368,0,0,3.5368,13.4399,0,0,0,0,0,0,0,0,0,0,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1221,0,0,0,0,0,0,0
1415,Kangaroo Island,15/02/12,2,-35.83,136.45,21.02063273,35.07275764,0,0,0,0,0,3.0315,0,0,0,0,0,0,0,0,0,0,1.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0631,0,4.0421,0,0,0,0,1.0105,1.0105,1.0105,0,1.0105,0,0,0,0,0,0,2.021,0,0,0,0,0,0,1.0105,0,0,1.0105,0,0,0,0,0,0,0,0,0,0,10.1052,0,0,0,0,0,4.0421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3892,1.0105,1.0105,0,0,0,7.0736,0,0,0,12.1262,0,0,0,0,0,3.0316,0,2.021,1.0105,0,0,0,7.0736,3.0316,0,0,5.0526,0,3.0316,0,0,0,0,0,0,0,0,1.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0841,0,0,1.0105,0,0,0,0
3289,Kangaroo Island,15/04/12,4,-35.83,136.45,14.71471452,35.8929337,0,0,7.0736,0,0,0,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0736,0,0,53.0523,0,0,0,0,0,0,0,0,0,0,3.5368,7.0736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5368,0,0,3.5368,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2209,0,0,0,49.5155,28.2945,0,0,0,0,7.0736,0,0,0,0,0,0,0,0,0,10.6105,7.0736,0,0,7.0736,0,0,24.7577,7.0736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5368,0,0,0,0,0,0,0
1753,Kangaroo Island,21/02/13,2,-35.83,136.45,20.41141253,34.12346026,0,0,0,0,0,0.5658,0,0,0,0,0,0.1768,0.1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354,0,0,0,0,0,0,0.0354,0,0,0,0,0,0,0,0,0,0,0,0.0707,0,0,0,0,0,0,0,0,0,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354,0,0,0,0.1768,0,0,0,0,0,0,0.2122,0,0,0,0,0,0,0,0.1415,0.2122,0,0,0,0,0,0,0.2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672,0,0,0,0,0,0,0
1779,Kangaroo Island,23/04/13,4,-35.83,136.45,13.59911282,35.17342291,0,0,1.7684,0,0,7.0736,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2945,0,0,0,0,49.5155,0,0,0,0,0,0,0,0,0,0,0,3.5368,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.1664,7.0736,0,0,0,0,1.7684,0,0,0,5.3052,0,0,0,0,0,8.842,5.3052,8.842,1.7684,0,0,0,7.0736,0,0,0,0,0,0,0,0,0,15.9157,0,0,0,0,7.0736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8313,0,0,0,0,0,0,0
1782,Kangaroo Island,7/05/13,5,-35.83,136.45,9.82392668,35.03590998,0,0,0.0354,0,0,0,0.1415,0,0,0,0,0,0,0,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354,0,0,0,0.1061,0,0,0.3183,0,0,0,0,0,0,0,0,0,0,0,0.0707,0,0,0,0,0,0,0,0,0,0.0354,0.0707,0.1061,0,0,0,0,0,0,0,0,0,0,0,0.1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5305,0,0,0,0.672,0.7074,0,0,0,0,0.0354,0.0354,0,0,0.0354,0,0,0,0,0,0.0354,0,0,0,0,0,0,2.1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4951,0,0,0,0,0,0,0
3275,Kangaroo Island,28/08/13,8,-35.83,136.45,8.90294259,35.70980368,2.021,0,0,0,1.0105,0,1.0105,0,0,0,0,0,0,0,0,0,0,0,0,1.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0947,0,0,0,0,1.0105,0,1.0105,0,0,0,0,0,0,0,1.0105,0,0,0,0,0,0,4.0421,0,3.0316,0,0,0,0,0,0,0,0,0,0,0,3.0316,0,0,2.021,0,0,0,0,0,0,0,0,0,0,1.0105,0,0,0,0,0,0,0,76.7995,0,0,0,0,0,1.0105,3.0316,0,0,1.0105,0,0,0,0,0,1.0105,1.0105,4.0421,0,0,0,0,4.0421,0,0,1.0105,0,0,4.0421,0,0,0,0,0,0,0,0,12.1262,0,0,0,0,1.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0105,0,0,0,0,0,0,0
1303,Hobart,22/07/10,7,-42.6,148.23,6.214599983,34.85617283,0,0,0,0,0,0,0.5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6526,0,0,0.8842,0.8842,0,0,0,16.2106,2.9474,0,0,0,0.5895,0,0,0,0,2.9474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2947,0,0,0,0,0,0,0,0,0,0,0,0,4.1263,0,0,4.7158,0.5895,0,0,0,0,0,0,0,0,2.6526,0,0,0,0,0,0,0,0,9.7263,0,0,0.8842,1.7684,0,0,0,2.6526,0,0,0,0,0,0,0,0,0,0,0.8842,0,0,0,0,0,0,0,1.1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,Hobart,1/10/10,10,-42.6,148.23,10.99948345,35.18588454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2632,0,35.3685,1.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6316,0,0,2.5263,3.7895,0,0,0,0,3.7895,0,0,0,0,0,0,0,0,0,0,0,0,12.6316,0,0,21.4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8421,10.1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,Hobart,27/10/10,10,-42.6,148.23,9.99619926,35.08903045,0,0,0,0,0,1.1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7158,0,0,2.9474,0,0,0,0,0,0,0,0,0,0,0,0,0.5895,0,0,0,0,1.1789,0,0,0,0,0,0,0,2.3579,9.4316,0.5895,0,0,0,0,0,0,0,2.9474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179,0,0,9.4316,0.5895,0.5895,0,0,0,0,0,0,0,13.5579,0,0,0,0,0,0,0,0,6.4842,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7157,13.5579,0,0,0,0,0,0,0.5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,Hobart,14/12/10,12,-42.6,148.23,14.29278013,34.34097819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8421,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8842,0,0,4.4211,0.8842,0,0,0,0,0,0,0,0,39.7896,0,0,0,0,0,0,0,0,15.9158,0,0,0,0,0.8842,0,0,0,0,0,0,0,0,0,0,0,0,9.7264,58.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,Hobart,19/01/11,1,-42.6,148.23,14.4876965,34.95964964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5368,0,84.8843,1.7684,0,0,0,0,0,5.3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3053,10.6105,1.7684,0,0,3.5368,0,0,0,0,22.9895,0,0,0,30.0632,0,0,0,0,0,0,0,0,12.379,0,0,3.5368,0,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,19.4527,28.2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,0,0,0,0,0,0,0
1308,Hobart,23/02/11,2,-42.6,148.23,16.78812109,35.79249713,0,0,0,0,0,0.7368,3.6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3684,0,0,0,0,0,1.4737,0,0,0,0,0,0,1.4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6842,0,0,0,0,0.7368,0,0,0,3.6842,0,0,0,3.6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7368,0,0,2.9474,0,0,0,0,0,0,0,0,0,16.9474,0.7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7368,0,0,0,0
1309,Hobart,29/03/11,3,-42.6,148.23,13.78649861,35.11776281,0,0,0,0,0,14.7369,0,0,22.1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7895,0,2.9474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4211,0,1.4737,0,0,0,0,0,0,0,0,0,1.4737,0,0,0,2.9474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4737,0,0,0,0,7.3685,0,0,0,4.4211,0,0,0,4.4211,0,0,0,0,0,0,10.3158,0,0,0,0,19.1579,0,1.4737,0,0,35.3685,0,0,0,0,0,0,0,0,0,1.4737,4.4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7369,0,0,0,0,0,0,0
1356,Hobart,7/04/11,4,-42.6,148.23,11.8004661,35.20040663,0,0,0,0,0,0.8842,16.8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8842,0,1.7684,0,0,0,0,0,0.8842,0,0,0,0,0,0,0,0,0,0,0,0,0.8842,0,3.5368,0,7.9579,0,0,0,0,7.9579,0,0,0,0,0,0,0,0,4.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0737,0,0,1.7684,3.5368,5.3053,0,0,0,15.0316,0,0,0,11.4948,0,0,0,0,0,0,0,0,0,0,0,6.1895,0,0,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,21.221,0,0,0,0,0,0,0.8842,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2631,0,0,0,0,0,0,0
