Sample,Station,Date,Month,Latitude,Longitude,SST,SSS,Acartia (Acanthacartia) fossae,Acartia (Acanthacartia) sinjiensis,Acartia (Acanthacartia) tonsa,Acartia (Acartiura) clausi,Acartia (Acartiura) simplex,Acartia (Acartiura) tranteri,Acartia (Arcartia) danae,Acartia (Arcartia) negligens,Acartia (Odontacartia) australis,Acartia (Odontacartia) pacifica,Acartia (Odontacartia) pacifica mertoni,Acrocalanus gibber,Acrocalanus gracilis,Acrocalanus longicornis,Acrocalanus monachus,Aetideus acutus,Agetus flaccus,Agetus limbatus,Agetus typicus,Bestiolina similis,Calanoides carinatus,Calanopia aurivilli,Calanopia elliptica,Calanopia minor,Calanus australis,Calocalanus contractus,Calocalanus pavo,Calocalanus plumulosus,Calocalanus styleremis,Calocalanus styliremis,Calocalanus tenuis,Candacia bipinnata,Candacia bradyi,Candacia catula,Candacia cheirura,Candacia discaudata,Candacia ethiopica,Candacia simplex,Candacia truncata,Candacia worthingtoni,Canthocalanus pauper,Centropages australiensis,Centropages bradyi,Centropages furcatus,Centropages orsinii,Clausocalanus arcuicornis,Clausocalanus brevipes,Clausocalanus farrani/jobei,Clausocalanus furcatus,Clausocalanus ingens,Clausocalanus mastigophorus,Clausocalanus minor,Clausocalanus parapergens,Clausocalanus paululus,Clausocalanus pergens,Clytemnestra scutellata,Copilia hendorffi,Copilia mirabilis,Corycaeus clausi,Corycaeus crassiusculus,Corycaeus speciosus,Corycaeus vitreus,Cosmocalanus darwinii,Ctenocalanus vanus,Delibus nudus,Dioithona oculata,Ditrichocorycaeus andrewsi,Ditrichocorycaeus anglicus,Ditrichocorycaeus asiaticus,Ditrichocorycaeus aucklandicus,Ditrichocorycaeus dahli,Ditrichocorycaeus erythraeus,Ditrichocorycaeus lubbocki,Ditrichocorycaeus minimus,Ditrichocorycaeus subtilis,Eucalanus hyalinus,Euchaeta concinna,Euchaeta indica,Euchaeta longicornis,Euchaeta marina,Euchaeta marinella,Euchaeta rimana,Euchirella rostrata,Euchirella rostromagna,Euterpina acutifrons,Farranula carinata,Farranula concinna,Farranula curta,Farranula gibbula,Farranula gracilis,Farranula rostrata,Gladioferens inermis,Haloptilus longicornis,Heterorhabdus lobatus,Heterorhabdus papilliger,Labidocera acuta,Labidocera cervi,Labidocera farrani,Labidocera minuta,Lubbockia squillimana,Lucicutia flavicornis,Lucicutia gaussae,Macrosetella gracilis,Mecynocera clausi,Mesocalanus tenuicornis,Metacalanus aurivillii,Microsetella norvegica,Microsetella rosea,Nannocalanus minor,Neocalanus gracilis,Neocalanus tonsus,Oculosetella gracilis,Oithona atlantica,Oithona attenuata,Oithona australis,Oithona brevicornis,Oithona decipiens/similis,Oithona fallax,Oithona grp 1,Oithona grp 3,Oithona grp 4,Oithona longispina,Oithona nana,Oithona plumifera,Oithona rigida,Oithona setigera,Oithona simplex,Oithona tenuis,Oncaea clevei,Oncaea media,Oncaea mediterranea,Oncaea paraclevei,Oncaea scottodicarloi,Oncaea venusta,Oncaea vodjanitskii complex,Oncaea waldemari,Oncaea zernovi,Onychocorycaeus agilis,Onychocorycaeus catus,Onychocorycaeus giesbrechti,Onychocorycaeus latus,Onychocorycaeus pacificus,Onychocorycaeus pumilus,Paracalanus aculeatus,Paracalanus indicus,Paracalanus parvus,Pareucalanus attenuatus,Pareucalanus sewelli,Parundinella dakini,Parvocalanus crassirostris,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pleuromamma quadrungulata,Pontellopsis krameri,Pseudodiaptomus aurivillii,Pseudodiaptomus mertoni,Rhincalanus cornutus,Rhincalanus nasutus,Rhincalanus rostrifrons,Sapphirina angusta,Sapphirina nigromaculata,Sapphirina opalina,Sapphirina scarlata,Sapphirina stellata,Scolecithrix danae,Stephos maculosus,Subeucalanus crassus,Subeucalanus longiceps,Subeucalanus pileatus,Subeucalanus subcrassus,Subeucalanus subtenuis,Temora discaudata,Temora stylifera,Temora turbinata,Temoropia mayumbaensis,Tortanus barbatus,Triconia conifera,Triconia dentipes,Undinula vulgaris,Urocorycaeus lautus,Urocorycaeus longistylis
1357,Hobart,31/05/11,5,-42.6,148.23,8.390055415,34.40498102,0,0,0,0,0,0.6316,0.8421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8421,0,0.4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6316,0.2105,0,0,4.4211,0,2.3158,0,0.6316,0,0,0,0,7.3684,0,0,0,0,0,0,0,0,0.8421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6316,0,0,0.2105,0.2105,0.8421,0,0,0,2.7368,0,0,0,9.2632,0,0,0,0,0,0.4211,0,0,1.4737,0,0,1.2632,0,0,0,0,0,0,0,0,0,0,0,0.2105,0,0,3.1579,12.421,0,0,0,0,0,0,1.2631,0.4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4211,0,0,0,0,0,0,0
1358,Hobart,25/07/11,7,-42.6,148.23,5.567431488,37.0779236,0,0,0,0,0,0.3684,2.9474,0,0,0,0,0.3684,0,0,0,0,0,0,0,0.3684,0,0,0,0,0.3684,0,0.7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3158,0,6.2632,0.3684,1.4737,0,0,0,2.579,5.8947,0,0,0,0,0,0,0,0,2.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3684,0,0,0,0,0,0,0,0,0,0,0,5.1579,0,0,1.8421,0,0.3684,0,0,0,3.3158,0,0,0,4.7895,0,0,0,0,0,0,0,0,0.3684,0,0,0,2.2105,0,0,0,1.1052,0,0,0,0,0,0,0,0,0,1.1053,7.7369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,Hobart,12/08/11,8,-42.6,148.23,5.6039515,35.50758463,0,0,0,0,0,0.5895,0.8842,0,0,0,0,0,0,0,0,0,0.2947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5895,0,0,0.2947,0,0,0,0,0,0,0,0,0.2947,0,0,2.9474,0,8.8421,0,3.5368,0,0,0.2947,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4737,0,0,0,0,0.8842,0,0,0,1.7684,0,0,0,3.2421,0,0,0,0,0,0,0,0,2.0632,0,0,0,3.2421,0.5895,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,7.9579,0,0,0,0,0,0,0,2.6527,0.8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2947,0,0,0,0,0,0,0
1360,Hobart,5/10/11,10,-42.6,148.23,12.08051131,34.84416246,0,0,0,0,0,7.5789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8421,0,1.2632,0,2.5263,0,0,0,0,11.3684,0,0,0,0,0,0,0,0,7.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2632,3.7895,0,0,3.7895,0,0,0,0,8.8421,1.2632,0,0,17.6842,0,0,0,0,0,0,0,0,1.2632,0,0,0,6.3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3685,0,0,0,0,0,0,0,1.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2632,0,0,0,0
1404,Hobart,26/10/11,10,-42.6,148.23,10.37009843,34.8119101,0,0,0,0,0,20.6316,1.4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8422,0,0,0,0,0,0,0,0,0,0,0,0,7.3684,0,0,0,0,0,0,0,0,5.8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8947,0,0,2.9474,0,0,0,0,0,7.3684,0,0,0,19.1579,0,0,0,0,0,0,0,0,0,0,0,0,1.4737,2.9474,0,0,1.4737,0,0,0,0,0,0,0,0,0,0,58.9475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Hobart,15/12/11,12,-42.6,148.23,15.04482505,35.70517786,0,0,0,0,0,3.9789,0,0,0,0,0,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,37.5791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3263,0,0,0,0.4421,0,0.4421,0,0,0,0,0,0,9.2842,0,0,0,0,0,0,0,0,13.2632,0,0,0,0,0,0,0,0,0,0,0,0.4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4421,0,0,0,0,0,0,0,0.4421,0,1.3263,0,0,0,0.4421,0.4421,0,0,0,40.2317,0,0,0,3.5368,0,0,0.8842,0,0,0,0,0,0,0,0,0,0.8842,0.4421,0,0,1.3263,0,0,0,0,0,0,0,0,0,0,55.2633,0,0,0,0.8842,0,0,0,0,0,0,0,0,0,0,0,0,0.4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8842,0,0,0,0
1406,Hobart,19/01/12,1,-42.6,148.23,17.22660006,36.04137993,0,0,0,0,0,187.8952,4.4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6316,0,0,0,0,0,11.0527,2.2105,2.2105,0,0,0,0,4.4211,0,0,0,0,0,0,0,0,24.3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0526,0,0,0,2.2105,0,0,0,0,15.4737,0,0,0,19.8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,Hobart,22/02/12,2,-42.6,148.23,14.57522379,36.15825647,0,0,0,0,0,97.2633,5.0526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2632,0,0,0,3.7895,0,0,0,0,0,0,0,0,21.4737,0,0,0,0,0,0,0,0,26.5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5263,0,0,5.0526,0,0,0,0,0,40.4211,0,0,0,37.8948,0,0,0,0,0,0,0,0,5.0526,0,0,0,2.5263,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5263,41.6843,0,0,0,0,0,0,0,2.5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2632,0,0,0,0
1408,Hobart,27/03/12,3,-42.6,148.23,13.62079005,35.57824498,0,0,0,0,0,4.421,1.7684,0.8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6526,0,0.8842,0.8842,0.8842,0,0,0,0,23.8737,0,1.7684,0,0,0,0,0,0,7.9579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,0,0,2.6526,0.8842,1.7684,0,0,0.8842,13.2632,0,0,0,18.5685,0,0,0,0,0,0,0,0,0,0,0,0,2.6526,0,0,0,0.8842,0,0,0,0,0,0,0,0,0,0,14.1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,Hobart,12/04/12,4,-42.6,148.23,10.82885475,34.40374316,0,0,0,0,0,7.9579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0947,0,0,0.4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8842,0,0,0,0,0,1.3263,0.4421,0,0,0,0,0,1.7684,0,0,0,0,0,0,0,0,9.2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8842,0,0,0,2.2105,0,0,0,0,5.3053,0,0,0,5.3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8842,0,0,0,0,0,0,0,0,0,0,15.9158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4421,0,0
1447,Hobart,24/05/12,5,-42.6,148.23,8.232708246,33.95459935,0,0,0,0,0,11.8738,0.2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1369,0,0.7579,0,0,0,0,0.7579,0,0,0,0,0,0,0,0,0,0.2526,0.2526,0,0,0.7579,0,2.5263,0.5053,1.0105,0,0,1.0105,0,6.3158,0,0,0,0,0,0,0,0,2.0211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5053,0,0,0,0,0,0.2526,0,0,0,0,0,0,0.7579,0,0,0.5053,0.2526,1.2632,0,0,0,7.0737,0,0,0,0.5053,0,0,0,0,0,0,0,0,0,0,0,0,2.2737,0.5053,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6843,0,0,0,0,0,0,0,0.7579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,0,0,0.5053,0,0,0,0
1449,Hobart,21/06/12,6,-42.6,148.23,4.933572888,35.00563463,0,0,0,0,0,10.3158,0.5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2947,0,0,0,0,0,0,0.2947,0,0,0,0,0,0,0,0,0.2947,0.2947,0,0,0,2.0632,0,1.1789,0.5895,1.7684,0,0,0.2947,0.5895,11.7895,0,0,0,0,0,0,0,0,1.4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2947,0,0,0,0,0,0,0,0,0,0,0,0,0.8842,0,0,1.4737,0.2947,0.2947,0,0,0,7.6632,0,0,0,4.1263,0,0,0.5895,0,0,0,0,0,0,0,0,0,3.2421,0.2947,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7369,0,0,0,0,0,0,0.5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5895,0,0,0,0,0,0,0
1450,Hobart,24/07/12,7,-42.6,148.23,6.049445575,35.9056744,0,0,0,0,0,0.5201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6006,0.5201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5201,0,0,0,8.8421,1.0402,16.6439,1.0402,9.3622,0,0,0,1.0402,27.5666,0,0,0,0,0.5201,0,0,0,6.7616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0402,0,0,0,0,0,0,0,0,0,0,0,0,2.0805,0,0,1.5604,0,0,0,0,0,3.6409,0,0,0,10.4025,0,0,0,0,0,0,0,0,0,0,0,0,4.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6006,0,0,0,0,0,0,0,1.5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,Hobart,20/08/12,8,-42.6,148.23,7.19078291,34.46917373,0,0,0,0,0,11.0526,0.4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3263,0,0,0,1.7684,0,0.8842,0.4421,16.3579,0,0,0,0.4421,15.0316,0,0,0,0,0,0,0,0,3.0947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4421,0,0,0,0,0,0,1.3263,0,0,0.8842,0,0,0,0,0,2.6526,0,0,0,5.3053,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,Hobart,2/10/12,10,-42.6,148.23,12.456642,34.86172666,0,0,0,0,0,0,1.7684,0,0,0,0,0,0,0,0,0,0.8842,0,0,0,0,0,0,0,4.421,0,0,0,0,0,0,0,0,0,1.7684,0,0,0,0,0,0,3.5368,0,0,0,2.6526,0,0,0,1.7684,0,0,0,0,36.2527,0,0,0,0,0,0,0,0,12.3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6526,0,0,0,0,0,0.8842,0,0,0,0,0,0,0,0,0,0,0,0,10.6105,0,0,4.4211,0,0,0,0,0,39.7896,0,0,0,129.095,0,0,0,0,0,0,0,0,0,0,0,0,4.4211,0,0,0,0.8842,0,0,0,0,0,0,0,0,0,0,23.8737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8842,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,Hobart,18/10/12,10,-42.6,148.23,9.886078411,35.23627101,0,0,0,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,0,0,0,1.7684,0,0,0,5.3053,0,0,0,0,70.737,0,0,0,0,0,0,0,0,10.6105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5368,0,0,1.7684,0,0,0,1.7684,0,22.9895,0,0,0,47.7475,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3684,0,0,0,0,0,0,1.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,Hobart,13/11/12,11,-42.6,148.23,13.96394069,35.70952982,0,0,0,0,0,19.1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4737,0,4.4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4211,0,0,0,1.4737,1.4737,5.8948,1.4737,4.4211,0,0,1.4737,0,154.7372,0,0,0,0,0,0,0,0,23.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9474,0,0,1.4737,0,0,0,0,0,2.9474,0,0,0,14.7369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4737,0,0,0,0,0,0,0,0,0,0,0,137.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3684,0,0,0,0,0,0,0
1579,Hobart,30/01/13,1,-42.6,148.23,14.68995307,35.68510725,0,0,0,0,0,7.3685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3284,Hobart,14/02/13,2,-42.6,148.23,15.35602397,34.52380035,0,0,0,0,0,12.3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6105,1.7684,0,0,0,1.7684,1.7684,0,0,0,0,0,0,1.7684,0,0,0,0,0,0,0,0,3.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7684,0,0,0,0,15.9158,0,0,0,58.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,Hobart,14/03/13,3,-42.6,148.23,13.08197117,35.26198414,0,0,0,0,0,1.1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1053,0,0,0,0,0,3.3158,0,0,0,0,2.2105,0,12.1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2105,3.3158,0,1.1053,0,3.3158,0,0,0,7.7369,0,0,0,51.9475,0,0,0,0,0,0,0,0,0,0,0,0,1.1053,0,0,0,1.1053,0,0,0,0,0,0,0,0,0,0,42.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3285,Hobart,24/04/13,4,-42.6,148.23,11.32335863,35.6114295,0,0,0,0,0,112.7371,13.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4211,0,2.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6843,0,2.2105,0,4.4211,4.4211,8.8422,2.2105,0,0,0,0,0,2.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0527,0,0,0,0,0,0,0,0,0,0,0,2.2105,0,0,0,0,6.6316,0,0,0,0,13.2632,0,0,0,44.2106,0,0,0,0,6.6316,0,0,0,0,0,0,0,17.6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4737,0,0,0,0,0,0,0
3137,Hobart,11/06/13,6,-42.6,148.23,7.771695563,35.24992153,0,0,0,0,0,2.2105,4.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6316,0,6.6316,8.8421,0,0,0,0,0,17.6842,0,0,0,0,0,0,0,0,8.8421,0,0,0,0,0,0,2.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3158,4.4211,0,0,0,0,11.0527,0,0,0,161.3688,0,0,0,0,0,2.2105,0,0,0,2.2105,0,0,24.3158,0,0,2.2105,0,0,0,0,0,0,0,0,0,0,0,15.4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.421,0,0,0,17.6842,0,0,0
3140,Hobart,7/08/13,8,-42.6,148.23,9.045273115,36.15785339,0,0,0,0,0,29.4737,5.8947,0,0,0,0,0,0,0,0,0,1.4737,0,0,1.4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3684,2.9474,5.8947,5.8947,0,0,0,0,0,28.0001,0,0,0,0,0,0,0,0,11.7895,0,0,0,0,0,0,4.4211,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4737,0,0,0,0,0,1.4737,0,0,0,0,0,0,0,0,0,0,0,0,1.4737,0,0,4.4211,2.9474,0,0,0,0,11.7895,0,0,0,11.7895,0,0,0,0,1.4737,0,2.9474,0,0,0,0,0,13.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4737,0,0,1.4737,0,0,0,0
3180,Hobart,21/08/13,8,-42.6,148.23,5.283539209,35.28795795,0,0,0,0,0,1.6077,2.6125,0,0,0,0,0,0,0,0,0,0.201,0,0,0,0,0,0,0,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4019,0,0,0,0.8038,2.0096,1.0048,0.201,0,0,0,0,0,1.4067,0,0,0,0,0.201,0,0,0,1.6077,0,0,0,0,0,0,0.8039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0,0,0,0,0,0,0,0,0,0,0,1.2057,0,0,0,0.4019,0,0,0,0,6.2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2105,0,0,0,0,0,0,0,0.4019,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4067,0,0,0,0,0,0,0
3143,Hobart,24/09/13,9,-42.6,148.23,8.783244963,35.70664644,0,0,0,0,0,1.6579,0.5526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6579,0,3.3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3158,0.5526,3.3158,0.5526,0.5526,0,0,0,0,8.2895,0,0,0,0,0,0,0,0,5.5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1053,0,0,3.3158,0,0,0.5526,0,0,11.0527,4.4211,0,0,6.6316,0,0,0,0,0,0,0,0,0,0,0,0,7.1842,0.5526,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1843,0,0,0,0,0,0,0,0.5526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
