plot,x,y,species_map_code,height_cm_when_mapped,notes_when_mapped,alive_first_monitor,height_cm_first_monitor,notes_first_monitor,plant_elevation
16,6.75,5.25,CRTR,15,,1,19,,4.152999
16,6.75,6.75,NA,NA,black pot,NA,NA,,4.239999
16,6.75,8.25,GLFE,8,,0,NA,,4.177999
16,6.75,9.75,SYAU,16,,0,NA,,4.144999
16,6.75,11.25,TRTO,40,,0,NA,,4.127999
16,6.75,12.75,CRTR,33,,1,40,,4.112999
16,6.75,14.25,FICO,18,,0,NA,,4.197999
16,6.75,15.75,SYFR,25,,1,28,height of living,4.122
16,6.75,17.25,ALEX,7,,0,NA,,4.081999
16,6.75,18.75,TRTO,26,,0,NA,,4.008999
16,6.75,20.25,TOTE,18,,0,NA,,4.073999
16,6.75,21.75,ACLE,18,,1,151,,3.921
16,6.75,23.25,ACLE,14,,1,113,,3.816999
16,6.75,24.75,SYAU,26,,1,40,,3.808
16,6.75,26.25,ALEX,8,,0,NA,,3.865999
16,6.75,27.75,TOCI,17,,0,NA,,3.733999
16,6.75,29.25,GLFE,8,,1,16,,3.647
16,8.25,0.75,NA,NA,black pot,NA,NA,,4.25
16,8.25,2.25,GUSE,22,,1,24,,4.249
16,8.25,3.75,GUSE,25,,1,26,,4.195
16,8.25,5.25,ACLE,9,,0,NA,,4.184999
16,8.25,6.75,TRTO,39,,1,66,,4.242
16,8.25,8.25,SYFR,15,,1,18,,4.324999
16,8.25,9.75,GUSE,33,,1,71,,4.23
16,8.25,11.25,SYFR,26,,1,30,,4.196
16,8.25,12.75,TRTO,24,,1,84,,4.23
16,8.25,14.25,DIFA,23,,0,NA,,4.15
16,8.25,15.75,TOCI,12,,0,NA,,4.223
16,8.25,17.25,GUSE,30,,1,41,,4.126999
16,8.25,18.75,TOCI,11,,0,NA,,4.124
16,8.25,20.25,NA,NA,black pot,NA,NA,,4.125
16,8.25,21.75,GUSE,26,,1,43,,3.993999
16,8.25,23.25,TOTE,8,,0,NA,,3.930999
16,8.25,24.75,GUSE,34,,1,49,,3.872999
16,8.25,26.25,SYAU,24,,0,NA,,3.831
16,8.25,27.75,FICO,17,,1,35,,3.792999
16,8.25,29.25,FICO,15,,0,NA,,3.742
16,9.75,0.75,TRTO,35,,0,NA,,4.276999
16,9.75,2.25,TOTE,8,,0,NA,,4.308
16,9.75,3.75,TOCI,12,,0,NA,,4.311999
16,9.75,5.25,TRTO,32,,0,NA,,4.298999
16,9.75,6.75,TOCI,15,,0,NA,,4.224999
16,9.75,8.25,TRTO,7,top broken,0,NA,,4.313
16,9.75,9.75,GLFE,13,,1,15,,4.267
16,9.75,11.25,STBR,55,lean,0,NA,,4.303999
16,9.75,12.75,CRTR,26,,0,NA,,4.288
16,9.75,14.25,FIVI,44,,1,2,top dead and re-shot from base,4.219999
16,9.75,15.75,TOCI,9,,1,52,,4.263
16,9.75,17.25,GLFE,10,,0,NA,,4.169
16,9.75,18.75,TRTO,20,,0,NA,,4.163
16,9.75,20.25,GLFE,11,,1,48,,4.158999
16,9.75,21.75,GUSE,27,,1,38,,4.017
16,9.75,23.25,GUSE,31,,1,51,,3.941999
16,9.75,24.75,ACLE,17,,1,129,,3.927999
16,9.75,26.25,NA,NA,black pot,NA,NA,,3.871999
16,9.75,27.75,SYAU,11,,0,NA,possibly sprayed,3.786
16,9.75,29.25,GLFE,15,,1,24,,3.733
16,11.25,0.75,FIVI,31,lean,0,NA,,4.291999
16,11.25,2.25,CUAN,11,,0,NA,,4.311999
16,11.25,3.75,ALEX,11,,0,NA,,4.304999
16,11.25,5.25,GUSE,28,,0,NA,,4.261
16,11.25,6.75,NA,NA,black pot,NA,NA,,4.23
16,11.25,8.25,FIVI,39,,1,53,,4.216
16,11.25,9.75,TRTO,6,,0,NA,,4.217999
16,11.25,11.25,TOCI,13,,0,NA,,4.23
16,11.25,12.75,DIFA,32,,0,NA,,4.298999
16,11.25,14.25,NA,NA,black pot,NA,NA,,4.308
16,11.25,15.75,FICO,13,lean,0,NA,,4.217
16,11.25,17.25,SYAU,17,,1,26,,4.211999
16,11.25,18.75,GLFE,7,,0,NA,,4.195
16,11.25,20.25,TRTO,18,,1,114,NOT TOTE,4.098
16,11.25,21.75,TRTO,9,,0,NA,,4.080999
16,11.25,23.25,GUSE,39,,1,41,,4.039999
16,11.25,24.75,TRTO,20,,0,NA,,3.907
16,11.25,26.25,NA,NA,black pot,NA,NA,,3.849999
16,11.25,27.75,ACLE,14,,1,167,,3.892999
16,11.25,29.25,SYAU,13,,1,16,snapped top,3.838
16,12.75,0.75,FICO,8,,0,NA,,4.274
16,12.75,2.25,TRTO,12,,0,NA,,4.272999
16,12.75,3.75,FICO,17,,0,NA,,4.278999
16,12.75,5.25,ALEX,8,,1,31,,4.3
16,12.75,6.75,ALEX,4,,0,NA,,4.28
16,12.75,8.25,GUSE,30,,0,NA,,4.216
16,12.75,9.75,SYAU,20,,0,NA,,4.236999
16,12.75,11.25,ACLE,13,lean,1,72,,4.244999
16,12.75,12.75,GLFE,6,,0,NA,,4.241
16,12.75,14.25,TRTO,15,,1,50,,4.211999
16,12.75,15.75,ALEX,7,,1,36,,4.208
16,12.75,17.25,SYAU,12,,0,NA,,4.21
16,12.75,18.75,TOTE,11,,0,NA,,4.112999
16,12.75,20.25,ALEX,7,,0,NA,,4.058
16,12.75,21.75,GUSE,29,,1,57,,4.109
16,12.75,23.25,TOCI,16,,1,39,,4.004
16,12.75,24.75,TOCI,14,,0,NA,,3.848
16,12.75,26.25,ACLE,19,,1,94,,3.845
16,12.75,27.75,GUSE,19,,1,38,,3.874
16,12.75,29.25,NA,NA,black pot,NA,NA,,3.713999
16,14.25,0.75,ACLE,31,,1,55,,4.348
16,14.25,2.25,SYFR,19,,0,NA,,4.341
16,14.25,3.75,TOCI,14,,0,NA,,4.316999
16,14.25,5.25,TOCI,13,snapped and dead,0,NA,,4.354
16,14.25,6.75,GLFE,7,,0,NA,,4.282999
16,14.25,8.25,GLFE,13,,0,NA,,4.271999
16,14.25,9.75,GUSE,33,,0,NA,,4.258999
16,14.25,11.25,TRTO,12,,0,NA,,4.342999
16,14.25,12.75,NA,NA,black pot,NA,NA,,4.467
16,14.25,14.25,TRTO,20,,0,NA,,4.251999
16,14.25,15.75,SYAU,10,,0,NA,,4.149
16,14.25,17.25,GUSE,24,,1,40,,4.164
16,14.25,18.75,GUSE,28,,1,35,,4.21
16,14.25,20.25,GLFE,11,,0,NA,,4.058
16,14.25,21.75,TRTO,15,,0,NA,,4.033999
16,14.25,23.25,ALEX,10,,0,NA,,3.924999
16,14.25,24.75,TOCI,20,,0,NA,,3.914999
16,14.25,26.25,CRTR,27,,1,25,,3.836999
16,14.25,27.75,GLFE,9,,0,NA,,3.801
16,14.25,29.25,ACLE,25,,1,138,,3.707999
16,15.75,0.75,ACLE,21,,1,36,,4.318999
16,15.75,2.25,FIVI,57,,1,61,,4.32
16,15.75,3.75,FICO,17,,0,NA,,4.344999
16,15.75,5.25,FICO,17,,0,NA,,4.34
16,15.75,6.75,NA,NA,black pot,NA,NA,,4.328
16,15.75,8.25,FICO,19,,1,16,,4.275
16,15.75,9.75,FICO,11,lean,0,NA,,4.250999
16,15.75,11.25,NA,NA,black pot,NA,NA,,4.210999
16,15.75,12.75,ALEX,10,,0,NA,,4.333
16,15.75,14.25,FICO,46,,1,24,,4.179999
16,15.75,15.75,ACLE,17,,1,113,,4.222
16,15.75,17.25,TOCI,13,,1,21,,4.118
16,15.75,18.75,GLFE,12,,1,30,,4.106999
16,15.75,20.25,FIVI,49,,1,61,,4.043
16,15.75,21.75,FIVI,46,,1,36,,4.046
16,15.75,23.25,ALEX,10,,1,68,,4.004
16,15.75,24.75,TRTO,8,,1,80,,3.950999
16,15.75,26.25,GUSE,36,,1,60,,3.888999
16,15.75,27.75,TOCI,6,,0,NA,,3.779
16,15.75,29.25,GLFE,13,,0,NA,,3.73
16,17.25,0.75,TOCI,14,,0,NA,,4.363999
16,17.25,2.25,FICO,12,,0,NA,,4.419
16,17.25,3.75,TRTO,11,,0,NA,,4.379
16,17.25,5.25,CUAN,6,,0,NA,,4.468999
16,17.25,6.75,ACLE,32,,1,63,,4.330999
16,17.25,8.25,TRTO,10,,1,47,,4.337999
16,17.25,9.75,ACLE,17,,1,53,,4.304999
16,17.25,11.25,TRTO,7,,0,NA,,4.304999
16,17.25,12.75,ALEX,8,,0,NA,,4.223
16,17.25,14.25,FIVI,31,,1,84,,4.313
16,17.25,15.75,CRTR,23,,1,28,,4.210999
16,17.25,17.25,SYAU,12,,0,NA,,4.217999
16,17.25,18.75,SYAU,14,,1,21,,4.129
16,17.25,20.25,GUSE,27,,1,74,,4.186999
16,17.25,21.75,FICO,15,,0,NA,,4.113999
16,17.25,23.25,GUSE,38,,1,44,,3.917
16,17.25,24.75,STBR,25,,0,NA,,3.996999
16,17.25,26.25,GLFE,18,,0,NA,,3.907999
16,17.25,27.75,GUSE,26,,0,NA,,3.776
16,17.25,29.25,CUAN,13,,1,23,,3.789999
16,18.75,0.75,CUAN,18,,0,NA,,4.455999
16,18.75,2.25,GUSE,33,,1,34,,4.514999
16,18.75,3.75,TRTO,30,,1,32,,4.489999
16,18.75,5.25,TOCI,12,,0,NA,,4.456999
16,18.75,6.75,FIVI,33,,1,35,dying,4.477
16,18.75,8.25,TOCI,16,,0,NA,,4.445
16,18.75,9.75,UNKNOWN,7,unknown,0,NA,,4.348999
16,18.75,11.25,ACLE,19,,0,NA,,4.297999
16,18.75,12.75,NA,NA,black pot,NA,NA,,4.284999
16,18.75,14.25,DIFA,17,,1,30,,4.208
16,18.75,15.75,ACLE,6,,1,48,,4.218999
16,18.75,17.25,STBR,37,,1,3,top dead and re-shot from base,4.176
16,18.75,18.75,TRTO,20,,0,NA,,4.269
16,18.75,20.25,TOCI,16,,0,NA,,4.081999
16,18.75,21.75,GUSE,29,,0,NA,,4.045
16,18.75,23.25,GUSE,31,,1,32,,4.002999
16,18.75,24.75,TRTO,8,,0,NA,,3.941999
16,18.75,26.25,FICO,14,,1,10,,3.956
16,18.75,27.75,ALEX,6,,0,NA,,3.97
16,18.75,29.25,TOCI,20,,1,35,,3.897
16,20.25,0.75,TRTO,34,,1,48,,4.427999
16,20.25,2.25,STBR,37,,0,NA,,4.440999
16,20.25,3.75,SYAU,13,,0,NA,,4.465
16,20.25,5.25,TRTO,6,,0,NA,,4.451
16,20.25,6.75,TOCI,17,,0,NA,,4.513999
16,20.25,8.25,ACLE,17,,1,25,,4.477
16,20.25,9.75,GLFE,10,,0,NA,,4.309
16,20.25,11.25,NA,NA,black pot,NA,NA,,4.348999
16,20.25,12.75,GUSE,33,,1,36,,4.405
16,20.25,14.25,STBR,7,lean,0,NA,,4.363999
16,20.25,15.75,GUSE,32,,1,34,,4.158999
16,20.25,17.25,TOCI,16,,0,NA,,4.196
16,20.25,18.75,TRTO,25,,1,82,,4.13
16,20.25,20.25,TRTO,18,,1,89,,4.091
16,20.25,21.75,NA,NA,black pot,NA,NA,,4.034999
16,20.25,23.25,TOCI,19,,0,NA,,3.943
16,20.25,24.75,CUAN,14,,1,19,,4.011
16,20.25,26.25,FICO,16,,1,43,,3.957999
16,20.25,27.75,FICO,19,,0,NA,,3.959
16,20.25,29.25,ACLE,21,,1,147,,3.874
16,21.75,0.75,GUSE,26,,1,33,,4.419
16,21.75,2.25,SYFR,36,,0,NA,,4.403999
16,21.75,3.75,TOCI,17,,0,NA,,4.329
16,21.75,5.25,ACLE,24,,1,54,,4.355999
16,21.75,6.75,NA,NA,black pot,NA,NA,,4.376999
16,21.75,8.25,STBR,54,,0,NA,,4.343999
16,21.75,9.75,TOTE,12,,0,NA,,4.284999
16,21.75,11.25,ALEX,5,,0,NA,,4.372
16,21.75,12.75,SYAU,18,,0,NA,,4.289
16,21.75,14.25,ALEX,9,,0,NA,,4.375
16,21.75,15.75,NA,NA,black pot,NA,NA,,4.177
16,21.75,17.25,SYAU,15,,1,39,,4.168
16,21.75,18.75,CUAN,16,,1,45,,4.084
16,21.75,20.25,TOCI,17,,0,NA,,4.026
16,21.75,21.75,FIVI,31,,1,73,,4.043
16,21.75,23.25,GUSE,24,,0,NA,,3.941999
16,21.75,24.75,NA,NA,black pot,NA,NA,,4.012
16,21.75,26.25,TRTO,31,,1,107,,3.979
16,21.75,27.75,NA,NA,black pot,NA,NA,,3.855
16,21.75,29.25,NA,NA,black pot,NA,NA,,3.766999
16,23.25,0.75,SYFR,19,,0,NA,,4.501999
16,23.25,2.25,GLFE,15,,0,NA,,4.405
16,23.25,3.75,CRTR,20,,0,NA,,4.339
16,23.25,5.25,FIVI,46,,1,51,,4.407
16,23.25,6.75,GLFE,13,,1,25,,4.447999
16,23.25,8.25,TOCI,20,,0,NA,,4.413
16,23.25,9.75,GUSE,28,,1,23,,4.361999
16,23.25,11.25,ALEX,7,,0,NA,,4.290999
16,23.25,12.75,FIVI,41,,1,111,,4.302
16,23.25,14.25,GUSE,22,,1,21,,4.269
16,23.25,15.75,FIVI,46,,1,80,,4.210999
16,23.25,17.25,TOCI,17,,0,NA,,4.190999
16,23.25,18.75,FICO,10,,0,NA,,4.077
16,23.25,20.25,TOTE,6,,0,NA,,4.025
16,23.25,21.75,NA,NA,black pot,NA,NA,,3.95
16,23.25,23.25,FICO,21,,0,NA,,3.983
16,23.25,24.75,TOCI,20,,0,NA,,3.859999
16,23.25,26.25,TOCI,13,,0,NA,,3.934
16,23.25,27.75,ALEX,15,,1,46,,3.769999
16,23.25,29.25,FICO,11,,0,NA,,3.792
16,24.75,0.75,FIVI,48,,0,NA,,4.46
16,24.75,2.25,NA,NA,green pot,NA,NA,,4.442999
16,24.75,3.75,SYAU,19,,0,NA,,4.362999
16,24.75,5.25,SYFR,13,,0,NA,,4.419
16,24.75,6.75,GUSE,27,,1,41,,4.402999
16,24.75,8.25,NA,NA,green pot,NA,NA,,4.382999
16,24.75,9.75,NA,NA,green pot,NA,NA,,4.394
16,24.75,11.25,DIFA,20,,0,NA,,4.289
16,24.75,12.75,TOCI,41,,0,NA,,4.262
16,24.75,14.25,ACLE,18,,1,135,,4.172999
16,24.75,15.75,NA,NA,black pot,NA,NA,,4.295
16,24.75,17.25,GUSE,31,,1,62,,4.196
16,24.75,18.75,TOCI,15,,1,45,,4.09
16,24.75,20.25,FICO,20,,0,NA,,4.303999
16,24.75,21.75,GUSE,28,,1,27,,4.004
16,24.75,23.25,NA,NA,black pot,NA,NA,,4.034999
16,24.75,24.75,FICO,11,,1,11,,3.957
16,24.75,26.25,SYAU,13,,1,35,,3.869999
16,24.75,27.75,SYFR,38,,0,NA,,3.806999
16,24.75,29.25,TOCI,18,,0,NA,,3.750999
16,26.25,0.75,TRTO,32,,0,NA,,4.421
16,26.25,2.25,GUSE,38,,0,NA,,4.473999
16,26.25,3.75,TOCI,22,,0,NA,,4.401
16,26.25,5.25,NA,NA,black pot,NA,NA,,4.394999
16,26.25,6.75,FICO,15,,1,20,,4.413
16,26.25,8.25,NA,NA,black pot,NA,NA,,4.434
16,26.25,9.75,TOCI,13,,1,33,,4.327
16,26.25,11.25,TOCI,17,lean,0,NA,,4.243
16,26.25,12.75,CUAN,13,,1,53,,4.223
16,26.25,14.25,CUAN,40,,1,47,,4.201
16,26.25,15.75,NA,NA,black pot,NA,NA,,4.289
16,26.25,17.25,TRTO,41,,0,NA,,4.316999
16,26.25,18.75,ALEX,6,,0,NA,,4.250999
16,26.25,20.25,SYAU,18,,0,NA,,4.002999
16,26.25,21.75,SYFR,30,,1,37,,4.034999
16,26.25,23.25,ACLE,33,,1,156,,4.005
16,26.25,24.75,DIFA,14,,1,15,,4.004
16,26.25,26.25,STBR,36,lean,0,NA,,3.839999
16,26.25,27.75,TOTE,8,,0,NA,,3.829999
16,26.25,29.25,ALEX,8,,0,NA,,3.798
16,27.75,0.75,TOTE,8,,0,NA,,4.427999
16,27.75,2.25,NA,NA,green pot,NA,NA,,4.421999
16,27.75,3.75,SYAU,14,,0,NA,,4.362999
16,27.75,5.25,TOCI,10,lean,0,NA,,4.355999
16,27.75,6.75,NA,NA,black pot,NA,NA,,4.48
16,27.75,8.25,SYAU,16,,1,31,,4.59
16,27.75,9.75,TRTO,40,,0,NA,,4.307
16,27.75,11.25,TOCI,16,,0,NA,,4.285999
16,27.75,12.75,FIVI,15,,1,112,,4.271999
16,27.75,14.25,GUSE,7,,1,48,,4.217
16,27.75,15.75,FICO,13,,1,52,,4.234
16,27.75,17.25,NA,NA,black pot,NA,NA,,4.219999
16,27.75,18.75,NA,NA,green pot,NA,NA,,4.139999
16,27.75,20.25,GUSE,28,,0,NA,,4.018
16,27.75,21.75,NA,NA,green pot,NA,NA,,4.064
16,27.75,23.25,FICO,20,,1,21,,3.947
16,27.75,24.75,TRTO,36,,0,NA,,3.954
16,27.75,26.25,ALEX,10,,0,NA,,3.823999
16,27.75,27.75,GUSE,29,,1,28,,3.776
16,27.75,29.25,ACLE,30,,1,143,,3.743999
16,29.25,0.75,SYFR,23,,1,31,,4.442999
16,29.25,2.25,GUSE,33,,0,NA,,4.377999
16,29.25,3.75,NA,NA,green pot,NA,NA,,4.421999
16,29.25,5.25,NA,NA,pink pot,NA,NA,,4.375
16,29.25,6.75,TRTO,34,,0,NA,,4.377999
16,29.25,8.25,TOCI,13,,0,NA,,4.401999
16,29.25,9.75,ALEX,10,,0,NA,,4.282
16,29.25,11.25,TRTO,28,,0,NA,,4.379
16,29.25,12.75,FICO,42,,0,NA,,4.258999
16,29.25,14.25,ALEX,12,,0,NA,,4.297999
16,29.25,15.75,SYAU,17,,0,NA,,4.313
16,29.25,17.25,SYFR,15,,1,10,dying,4.236999
16,29.25,18.75,ALEX,6,,0,NA,,4.149
16,29.25,20.25,ACLE,30,,1,170,,4.026999
16,29.25,21.75,NA,NA,black pot,NA,NA,,4.079999
16,29.25,23.25,NA,NA,black pot,NA,NA,,3.921999
16,29.25,24.75,SYAU,16,,0,NA,,3.845
16,29.25,26.25,TRTO,44,,0,NA,,3.789
16,29.25,27.75,NA,NA,black pot,NA,NA,,3.809999
16,29.25,29.25,GUSE,30,,0,NA,,3.756
17,0.75,0.75,FLAU,12,,0,NA,,4.447
17,0.75,2.25,FIVI,44,,1,59,,4.361999
17,0.75,3.75,FIOB,14,,1,33,,4.334
17,0.75,5.25,DIFA,36,,1,31,,4.309999
17,0.75,6.75,FIVI,32,,0,NA,,4.252999
17,0.75,8.25,DIFA,6,,0,NA,,4.190999
17,0.75,9.75,NOLO,9,,0,NA,,4.163
17,0.75,11.25,CUAN,9,,1,17,,4.191999
17,0.75,12.75,CRTR,20,,0,NA,,4.151999
17,0.75,14.25,ARTR,16,,0,NA,,4.119999
17,0.75,15.75,MEBR,17,,1,35,,4.15
17,0.75,17.25,FIVI,40,,1,88,,4.123
17,0.75,18.75,CUAN,7,,1,44,,4.111
17,0.75,20.25,ARTR,5,,0,NA,,4.079999
17,0.75,21.75,TOTE,12,,0,NA,,4.054999
17,0.75,23.25,FLAU,10,,1,35,,4.065
17,0.75,24.75,TOTE,6,,0,NA,,4.019999
17,0.75,26.25,FLAU,7,,1,6,,4.07
17,0.75,27.75,NOLO,5,,0,NA,,3.969
17,0.75,29.25,SYAU,8,,0,NA,,3.96
17,2.25,0.75,SYFR,20,,0,NA,,4.480999
17,2.25,2.25,DIFA,23,,0,NA,,4.394
17,2.25,3.75,FIVI,47,,1,50,,4.335999
17,2.25,5.25,SYFR,20,,0,NA,,4.329
17,2.25,6.75,CUAN,14,,1,18,,4.303999
17,2.25,8.25,FIVI,46,,1,60,,4.173999
17,2.25,9.75,ARTR,11,,0,NA,,4.197
17,2.25,11.25,TOTE,12,,0,NA,,4.289
17,2.25,12.75,CRTR,30,,1,34,,4.164999
17,2.25,14.25,STBR,53,,0,NA,,4.11
17,2.25,15.75,FLAU,11,,1,9,,4.123
17,2.25,17.25,DRDE,16,,1,31,,4.111999
17,2.25,18.75,FLAU,13,,0,NA,,4.138999
17,2.25,20.25,SYFR,14,,1,23,,4.126999
17,2.25,21.75,ARTR,9,,0,NA,,4.089
17,2.25,23.25,DRDE,14,,1,32,,4
17,2.25,24.75,FIVI,50,,1,80,,4.008999
17,2.25,26.25,FLAU,8,,0,NA,,4.038
17,2.25,27.75,SYSM,7,,0,NA,,3.993
17,2.25,29.25,FLAU,11,,1,26,,3.963999
17,3.75,0.75,MEBR,32,,0,NA,,4.421
17,3.75,2.25,DIFA,21,,1,21,,4.375999
17,3.75,3.75,SYFR,16,,0,NA,,4.289999
17,3.75,5.25,SYSM,9,,0,NA,,4.301
17,3.75,6.75,ARTR,10,,0,NA,,4.231999
17,3.75,8.25,STBR,46,,0,NA,,4.204999
17,3.75,9.75,STBR,36,,0,NA,,4.278999
17,3.75,11.25,FLAU,8,,0,NA,,4.269
17,3.75,12.75,MEBR,33,,1,39,,4.198999
17,3.75,14.25,TOTE,10,,0,NA,,4.13
17,3.75,15.75,DRDE,19,,1,24,,4.114999
17,3.75,17.25,ARTR,22,,0,NA,,4.206999
17,3.75,18.75,DIFA,24,,0,NA,,4.111
17,3.75,20.25,CUAN,8,,0,NA,,4.138999
17,3.75,21.75,FLAU,11,,0,NA,,4.104
17,3.75,23.25,CRTR,19,,1,25,,3.959
17,3.75,24.75,SYAU,11,,1,15,,3.905999
17,3.75,26.25,ARTR,27,,0,NA,,3.957
17,3.75,27.75,TOTE,9,,0,NA,,3.921
17,3.75,29.25,FLAU,13,,1,31,,3.914
17,5.25,0.75,SYFR,10,,0,NA,,4.352
17,5.25,2.25,ARTR,26,,0,NA,,4.32
17,5.25,3.75,FLAU,10,,1,14,,4.297999
17,5.25,5.25,SYFR,21,,0,NA,,4.264999
17,5.25,6.75,ACLA,37,,1,37,,4.264999
17,5.25,8.25,MEBR,30,,1,28,,4.267
17,5.25,9.75,ARTR,8,,0,NA,,4.269
17,5.25,11.25,FIVI,42,,0,NA,,4.185999
17,5.25,12.75,SYAU,13,,0,NA,,4.199999
17,5.25,14.25,ARTR,8,,0,NA,,4.138999
17,5.25,15.75,DIFA,32,,0,NA,,4.129
17,5.25,17.25,FLAU,11,,0,NA,,4.065
17,5.25,18.75,CUAN,9,,1,20,,4.113999
17,5.25,20.25,CUAN,6,,0,NA,,4.112999
17,5.25,21.75,MEBR,10,lean,1,53,,4.03
17,5.25,23.25,FIOB,19,,1,51,,3.95
17,5.25,24.75,SYFR,15,,1,19,,3.947999
17,5.25,26.25,FLAU,10,,1,18,,4.071
17,5.25,27.75,STBR,47,,0,NA,,3.984999
17,5.25,29.25,FIOB,14,,1,30,,3.961999
17,6.75,0.75,FLAU,15,,1,14,,4.369999
17,6.75,2.25,FIOB,15,,1,25,,4.355999
17,6.75,3.75,STBR,23,,0,NA,,4.287
17,6.75,5.25,NA,NA,pink pot,NA,NA,,4.285999
17,6.75,6.75,SYFR,25,,0,NA,,4.265999
17,6.75,8.25,MEBR,21,,0,NA,,4.237999
17,6.75,9.75,ARTR,33,,0,NA,,4.274
17,6.75,11.25,TOTE,15,,0,NA,,4.188
17,6.75,12.75,CUAN,15,,1,17,,4.209
17,6.75,14.25,CUAN,17,,1,20,,4.204999
17,6.75,15.75,FIVI,47,,1,17,,4.116
17,6.75,17.25,SYAU,13,,0,NA,,4.100999
17,6.75,18.75,FIVI,41,,0,NA,,4.100999
17,6.75,20.25,FIVI,41,,0,NA,,4.077
17,6.75,21.75,FIVI,42,,1,64,,3.99
17,6.75,23.25,FIVI,57,,1,77,,3.993999
17,6.75,24.75,FIVI,50,,1,1,top dead and re-shot from base,4.064
17,6.75,26.25,DIFA,20,,0,NA,,4.011
17,6.75,27.75,FLAU,10,,0,NA,,4.053999
17,6.75,29.25,CUAN,15,,1,30,,3.976
17,8.25,0.75,ACLA,25,,1,29,,4.362999
17,8.25,2.25,STBR,52,,0,NA,,4.361999
17,8.25,3.75,CUAN,15,,0,NA,,4.297999
17,8.25,5.25,ARTR,14,,0,NA,,4.272999
17,8.25,6.75,ARTR,20,,0,NA,,4.3
17,8.25,8.25,ARTR,30,,0,NA,,4.263999
17,8.25,9.75,ARTR,17,,0,NA,,4.293
17,8.25,11.25,MEBR,15,lean,0,NA,,4.227
17,8.25,12.75,FIVI,45,,1,56,,4.177
17,8.25,14.25,DIFA,22,,0,NA,,4.099999
17,8.25,15.75,ARTR,13,,0,NA,,4.127999
17,8.25,17.25,DRDE,15,,0,NA,,4.046999
17,8.25,18.75,ARTR,27,,0,NA,,4.135
17,8.25,20.25,MEBR,20,,0,NA,,4.065999
17,8.25,21.75,CUAN,8,,1,26,,4.052
17,8.25,23.25,SYFR,30,,1,39,,4.129
17,8.25,24.75,TOTE,7,,0,NA,,4.037
17,8.25,26.25,SYAU,16,,1,32,,3.950999
17,8.25,27.75,SYAU,12,,0,NA,,4.126999
17,8.25,29.25,SYAU,14,,0,NA,,3.984999
17,9.75,0.75,DIFA,27,,1,24,,4.427999
17,9.75,2.25,DIFA,19,,1,25,,4.308
17,9.75,3.75,SYAU,4,top broken,0,NA,,4.298999
17,9.75,5.25,SYFR,18,,0,NA,,4.290999
17,9.75,6.75,FLAU,11,,1,10,,4.261
17,9.75,8.25,CUAN,11,,0,NA,,4.193999
17,9.75,9.75,MEBR,16,,1,18,,4.223999
17,9.75,11.25,SYSM,16,,0,NA,,4.264999
17,9.75,12.75,FLAU,9,,0,NA,,4.297999
17,9.75,14.25,FIVI,49,,0,NA,,4.183
17,9.75,15.75,SYAU,18,,1,31,,4.192999
17,9.75,17.25,FLAU,12,,0,NA,,4.079999
17,9.75,18.75,NOLO,40,,0,NA,,4.066999
17,9.75,20.25,TOTE,8,,0,NA,,4.171999
17,9.75,21.75,FIVI,49,,0,NA,,4.122
17,9.75,23.25,,NA,pink pot,,NA,,4.017
17,9.75,24.75,MEBR,24,,1,59,,3.983
17,9.75,26.25,MEBR,24,,0,NA,,3.993999
17,9.75,27.75,FLAU,6,,0,NA,,4.140999
17,9.75,29.25,ARTR,16,,0,NA,,4.027999
17,11.25,0.75,FLAU,8,,1,9,,4.381
17,11.25,2.25,TOTE,7,,0,NA,,4.379
17,11.25,3.75,TOTE,7,,0,NA,,4.447999
17,11.25,5.25,FIVI,50,,1,59,,4.277999
17,11.25,6.75,ARTR,25,,0,NA,,4.368
17,11.25,8.25,DRDE,10,,1,12,,4.191999
17,11.25,9.75,FLAU,8,,0,NA,,4.236999
17,11.25,11.25,NA,NA,pink pot,NA,NA,,4.306
17,11.25,12.75,FIVI,36,lean,0,NA,,4.293
17,11.25,14.25,DRDE,12,,1,15,,4.203
17,11.25,15.75,TOTE,8,,0,NA,,4.225999
17,11.25,17.25,DIFA,44,,0,NA,,4.105
17,11.25,18.75,STBR,41,,0,NA,,4.072999
17,11.25,20.25,STBR,30,,0,NA,,4.113999
17,11.25,21.75,ACLA,23,,0,NA,,4.164
17,11.25,23.25,SYAU,9,,0,NA,,4.048999
17,11.25,24.75,FIVI,55,,1,72,,4.004
17,11.25,26.25,MEBR,22,,1,40,,3.986
17,11.25,27.75,FIOB,12,,1,47,,4.01
17,11.25,29.25,MEBR,29,,1,58,,4.006
17,12.75,0.75,FLAU,12,,0,NA,,4.42
17,12.75,2.25,TOTE,11,,0,NA,,4.499
17,12.75,3.75,DIFA,17,,0,NA,,4.425
17,12.75,5.25,FIVI,27,,0,NA,,4.344999
17,12.75,6.75,CUAN,9,,0,NA,,4.355999
17,12.75,8.25,FLAU,7,,1,8,,4.295
17,12.75,9.75,ARTR,32,,0,NA,,4.296
17,12.75,11.25,CUAN,13,,1,19,,4.296
17,12.75,12.75,SYFR,28,,1,29,,4.284999
17,12.75,14.25,ACLA,27,,1,30,,4.218999
17,12.75,15.75,SYAU,10,,1,23,,4.175
17,12.75,17.25,CRTR,12,,1,15,,4.301
